date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,1273.325927734375,1284.2651424946928,1221.6341376293776,1234.780085305635,1122452.0,,,-0.625251815298443,,-0.0302717800597401,0.0085910563211273,-0.0405958827815376,Financial Services,9.0,,,,,,
2020-01-13,1242.197998046875,1267.644770137518,1223.0894498069197,1267.644770137518,437733.0,,,-0.6473901194879229,-0.0244461602559886,0.0204852786195544,0.0204852786195544,-0.0153828522264566,Financial Services,9.0,,,,,,
2020-01-14,1273.466552734375,1282.6687609979847,1235.7189527623336,1244.1699182447508,711124.0,,,-0.625151802253634,0.0251719570766206,-0.0230054212470038,0.0072261091144096,-0.0296416108385336,Financial Services,9.0,,,,,,
2020-01-15,1291.823974609375,1300.4158124478972,1253.559880867538,1273.4665537255255,476258.0,,,-0.6120959326958664,0.0144153152947622,-0.0142104661661821,0.0066509354272668,-0.0296202071597311,Financial Services,9.0,,,,,,
2020-01-16,1287.551513671875,1313.5147809232813,1263.6541067866003,1294.4062316220163,388340.0,,,-0.6151345234669715,-0.0033073089069986,0.0053238397666848,0.0201648376594762,-0.0185603501153311,Financial Services,9.0,1273.673193359375,,,,,
2020-01-17,1293.7020263671875,1313.655695799452,1277.0348436649429,1286.4248057507143,301791.0,,,-0.6107602550097677,0.0047769061121075,-0.0056251134095445,0.0154236980584285,-0.0128833242605697,Financial Services,9.0,1277.7484130859375,,,,,
2020-01-20,1302.3876953125,1319.0078817680746,1289.24174885657,1296.8475949527897,482408.0,,,-0.6045829736058694,0.0067138094926715,-0.0042538027498647,0.0127613202392753,-0.0100937274693583,Financial Services,9.0,1289.7863525390626,,,,,
2020-01-21,1314.5946044921875,1354.971438773019,1307.0826353236607,1309.8996237618585,935374.0,,,-0.5959013725053055,0.0093727153777804,-0.0035714285714285,0.0307142857142856,-0.0057142857142856,Financial Services,9.0,1298.011962890625,,,,,
2020-01-22,1298.866455078125,1332.4355682312375,1293.9837208325494,1322.059614679944,215886.0,,,-0.6070872933025351,-0.0119642583046642,0.0178564620797938,0.025844930417495,-0.0037592273066148,Financial Services,9.0,1299.420458984375,,,,,
2020-01-23,1294.359130859375,1304.1717088986975,1279.8516869339376,1304.1717088986975,179761.0,,,-0.6102929197491718,-0.003470198341891,0.007581032037691,0.007581032037691,-0.0112082061149484,Financial Services,9.0,1300.781982421875,1287.227587890625,,,,
