date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,85.82884979248047,87.56461297361163,84.68690124830218,85.55478632381815,3193787.0,,,0.2972435959975787,,-0.003193139245428,0.0202235400489223,-0.0133049498733739,Financial Services,9.0,,,,,,
2020-01-13,88.7065658569336,89.34606125489528,84.77826685474523,86.19427893685106,1090148.0,,,0.4408937776114298,0.0335285404780671,-0.028321318673686,0.0072091100786504,-0.0442841966007786,Financial Services,9.0,,,,,,
2020-01-14,91.35588836669922,95.9236827850342,87.61029833764478,88.88928216875881,2783479.0,,,0.5731429818962241,0.0298661376885952,-0.0269999694824217,0.05,-0.0409999847412109,Financial Services,9.0,,,,,,
2020-01-15,96.65453338623048,97.75080126668138,91.62995948934498,92.1324126970928,2206696.0,,,0.837641390465813,0.058000038248905,-0.0467864313313408,0.0113421258377011,-0.0519848756271714,Financial Services,9.0,,,,,,
2020-01-16,97.7051239013672,98.66436355724542,95.19283686634472,97.43106040676015,1138113.0,,,0.8900848959823514,0.010869542051779,-0.0028050063667459,0.009817700623834,-0.025712950710329,Financial Services,9.0,92.0501922607422,,,,,
2020-01-17,94.69037628173828,98.39028544562908,93.68546293981365,97.75079703801366,632191.0,,,0.7395943564780946,-0.0308555733747626,0.0323202935340494,0.039073761338557,-0.0106126238102027,Financial Services,9.0,93.82249755859377,,,,,
2020-01-20,94.78172302246094,95.51257283131714,92.7262157761907,95.32985689415293,352326.0,,,0.7441542142266514,0.0009646887498985,0.0057831178228537,0.007710872788027,-0.0216867469879518,Financial Services,9.0,95.03752899169922,,,,,
2020-01-21,94.91876220703124,95.74096653394444,93.63977847293302,94.4619827998462,267953.0,,,0.7509949529621043,0.0014458397695285,-0.0048123194673433,0.0086621897272516,-0.0134745091945951,Financial Services,9.0,95.75010375976562,,,,,
2020-01-22,93.1373291015625,96.10639559141978,91.94970668756044,95.4669071354111,683820.0,,,0.6620691578516877,-0.0187679765733058,0.0250122915947943,0.0318783727051013,-0.0127513041812374,Financial Services,9.0,95.04666290283204,,,,,
2020-01-23,97.97919464111328,99.57792275880044,92.77191156003568,93.41140001914997,2367560.0,,,0.90376599260821,0.0519863043771732,-0.0466200466200467,0.0163170163170163,-0.0531468246922348,Financial Services,9.0,95.10147705078126,93.57583465576172,,,,
2020-01-24,99.25817108154295,100.58282863455788,96.42614002240356,98.61867570051088,1649075.0,,,0.9676100946087584,0.0130535512678424,-0.0064427479779647,0.0133455768787706,-0.0285319689883548,Financial Services,9.0,96.0150360107422,94.91876678466797,,,,
2020-01-27,94.78172302246094,98.71002854773752,92.26943638813064,98.6643478209714,610175.0,,,0.7441542142266514,-0.0450990382988673,0.0409638554216866,0.0414458125470631,-0.0265060240963855,Financial Services,9.0,96.0150360107422,95.5262825012207,,,,
2020-01-28,96.47181701660156,96.83724196516734,93.54843136787774,95.83232858403734,515550.0,,,0.8285205324335582,0.0178314335321812,-0.0066287590753492,0.0037878932922232,-0.0303030018416751,Financial Services,9.0,96.32564697265624,96.03787536621094,,,,
2020-01-29,94.46197509765624,97.47671475732292,93.77680604274563,97.47671475732292,400179.0,,,0.7281929983039908,-0.0208334618451256,0.0319148488749041,0.0319148488749041,-0.0072533848059207,Financial Services,9.0,96.590576171875,95.81861953735353,,,,
2020-01-30,95.10147857666016,95.92368296750472,91.94970320997405,93.6397857539927,429614.0,,,0.760115810994359,0.0067699566766709,-0.0153698222629546,0.0086455479257536,-0.0331411815447802,Financial Services,9.0,96.01503295898438,95.5582550048828,94.38890075683594,,,
2020-01-31,96.38046264648438,99.02978481463336,94.27927441694176,94.27927441694176,835454.0,,,0.8239602938399543,0.0134486244479705,-0.0218009767939129,0.0274881661220749,-0.0218009767939129,Financial Services,9.0,95.43949127197266,95.72726364135742,95.09234161376952,,,
2020-02-03,93.91385650634766,95.46690382851617,87.56461805064438,90.44232994280478,436270.0,,,0.7008319475874147,-0.0255923874238291,-0.0369650091337505,0.0165369348032633,-0.0676070464135835,Financial Services,9.0,95.26591796875,95.64047698974608,95.43949432373049,,,
2020-02-04,98.89273834228516,100.49146621386944,93.5940946085028,95.01011351129476,631851.0,,,0.9493683785442488,0.0530154124338507,-0.0392609699769053,0.0161662817551964,-0.0535797048661229,Financial Services,9.0,95.75010223388672,96.03787460327148,95.94195098876952,,,
2020-02-05,99.30384826660156,100.21740715394805,97.01995104823536,99.34952899892936,484624.0,,,0.9698902139055602,0.0041571295446737,0.0004600096886997,0.0091996322729994,-0.0229990806824988,Financial Services,9.0,96.71847686767578,96.6545265197754,96.11857198079429,,,
2020-02-06,108.8962173461914,110.54062614288908,97.93351062127678,99.94334436945186,3471239.0,95.66103172302246,,1.448723263979954,0.0965961465444638,-0.0822147288025396,0.0151006971295426,-0.1006711435169794,Financial Services,9.0,99.47742462158205,97.7462287902832,96.86464487711588,95.66103172302246,,
2020-02-07,108.85053253173828,113.92077969528314,105.92714018663536,110.81468534784328,3823414.0,96.81211585998535,,1.446442763838105,-0.0004195261834292,0.0180444943209836,0.0465799022348971,-0.0268569411385335,Financial Services,9.0,101.97143859863282,98.70546493530271,97.80865529378256,96.81211585998535,,
2020-02-10,104.23706817626952,106.79503586165946,99.76062821178776,106.33825641568993,671509.0,97.58864097595216,,1.2161472872556864,-0.0423834798798395,0.0201577833699926,0.0245399043751335,-0.0429447992235536,Financial Services,9.0,104.03608093261718,99.6509994506836,98.4390116373698,97.58864097595216,,
2020-02-11,105.37901306152344,107.34316600365564,104.28274521795711,104.6024894248389,579200.0,98.28979721069337,,1.2731510313658287,0.0109552667322034,-0.0073688641990904,0.0186389384856495,-0.0104030946173909,Financial Services,9.0,105.33333587646484,100.54171905517578,99.13636169433592,98.28979721069337,,
