date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,146.10476684570312,148.76121980996993,138.70154468064516,139.79025382256543,3155979.0,,,-0.6357715286397748,,-0.0432190760059613,0.018181836374115,-0.0506706408345751,Capital Goods,1.0,,,,,,
2020-01-13,148.9789276123047,150.89505260646962,146.1482844898168,146.6273190608339,1304303.0,,,-0.621937986320987,0.0196719164518217,-0.0157848401056456,0.0128617182636148,-0.019000291973199,Capital Goods,1.0,,,,,,
2020-01-14,149.1531524658203,152.2015380636619,148.15154537106355,149.84992897473683,689187.0,,,-0.6210994295804944,0.0011694597102284,0.0046715506671988,0.0204379562043794,-0.0067152928261861,Capital Goods,1.0,,,,,,
2020-01-15,154.07408142089844,155.03215058881332,148.4998970527678,149.06602037659687,1024818.0,,,-0.5974146448813026,0.0329924569057016,-0.0325042408049189,0.0062182370914005,-0.0361785987411024,Capital Goods,1.0,,,,,,
2020-01-16,157.81927490234375,160.08379523848765,152.4192802045082,154.0741127879088,1299430.0,,,-0.5793887595099418,0.0243077449945278,-0.0237307015683122,0.0143488197974877,-0.0342163192751772,Capital Goods,1.0,151.22604064941407,,,,,
2020-01-17,157.6015167236328,160.60635099224237,156.3386169052207,159.21281140602753,774270.0,,,-0.580436845273085,-0.0013797945710096,0.010223852637283,0.019066023798989,-0.0080132466023579,Capital Goods,1.0,153.525390625,,,,,
2020-01-20,149.63217163085938,158.42893261283055,148.06442797083423,157.64506742777056,580171.0,,,-0.6187938759148539,-0.0505664238418995,0.0535506215647185,0.058789235537346,-0.0104773167624189,Capital Goods,1.0,153.65603942871093,,,,,
2020-01-21,146.84507751464844,152.8547459719423,146.32249187057724,148.67410068908765,560191.0,,,-0.6322083601883404,-0.0186263026582723,0.0124554612615921,0.0409252292212134,-0.0035587549335391,Capital Goods,1.0,153.19442443847657,,,,,
2020-01-22,145.10313415527344,151.6789255805938,144.14506496342196,147.75957336104457,540929.0,,,-0.6405924587602997,-0.0118624566029544,0.0183072489869757,0.0453180523191434,-0.0066026774502765,Capital Goods,1.0,151.40023498535157,,,,,
2020-01-23,148.4563751220703,149.58863528145417,143.70960594724855,145.53864261163065,549262.0,,,-0.6244530690092781,0.0231093627737124,-0.0196538040757126,0.0076268880905441,-0.0319741686466389,Capital Goods,1.0,149.52765502929688,150.37684783935546,,,,
2020-01-24,149.1095733642578,151.33054225387826,147.84667365522782,148.45634800201086,371966.0,,,-0.62130917892809,0.0043999339310986,-0.0043808411995868,0.0148948779042836,-0.0084696084935128,Capital Goods,1.0,147.8292663574219,150.67732849121094,,,,
2020-01-27,155.7289581298828,156.7741162468807,146.8886319342398,148.49992677829536,920994.0,,,-0.5894496043546447,0.0443927550476896,-0.046420597931171,0.0067113922134263,-0.0567673880426907,Capital Goods,1.0,149.04862365722656,151.35233154296876,,,,
2020-01-28,153.50796508789062,160.43215149344863,150.72087277689988,156.68698997091212,881742.0,,,-0.6001394034755411,-0.0142619142172633,0.0207091852282801,0.0451063656637853,-0.0181560110538564,Capital Goods,1.0,150.381201171875,151.78781280517578,,,,
2020-01-29,154.90150451660156,155.90311136865114,151.63537788178346,154.11762615030324,349462.0,,,-0.593432198059622,0.0090779617065021,-0.0050604954983785,0.0064660885972365,-0.0210851834203331,Capital Goods,1.0,152.34087524414062,151.87055511474608,,,,
2020-01-30,148.891845703125,155.72894379261552,147.75958564315837,155.42409994534958,389463.0,,,-0.6223571178079366,-0.0387966458571903,0.043872478115754,0.0459198961313367,-0.0076045807251544,Capital Goods,1.0,152.42796936035157,150.97781219482422,151.06055501302083,,,
2020-01-31,149.5015106201172,153.63860471097868,148.67409445992578,148.9353872710137,425882.0,,,-0.6194227567493992,0.0040946830507279,-0.0037867399918253,0.0276725905557826,-0.0055345003321997,Capital Goods,1.0,152.50635681152343,150.16781158447264,151.28700459798176,,,
2020-02-03,150.8950653076172,152.419257886482,142.66442803972808,143.01280959893535,1159524.0,,,-0.6127154778918317,0.0093213418494547,-0.0522366698514158,0.0101010101010101,-0.0545454369306908,Capital Goods,1.0,151.53957824707032,150.29410095214843,151.4147471110026,,,
2020-02-04,162.7837677001953,165.4402203726187,152.94184877041482,155.5547504239647,4072574.0,,,-0.5554942989048028,0.0787878806264579,-0.0444087108829214,0.0163189039666158,-0.0604600757730752,Capital Goods,1.0,153.39473876953124,151.88796997070312,152.32345479329427,,,
2020-02-05,167.2257080078125,170.18699127115542,161.5644210179647,165.04828993479413,2325464.0,,,-0.534114920987955,0.0272873663656567,-0.0130208333333332,0.0177083015441894,-0.0338541666666666,Capital Goods,1.0,155.85957946777344,154.10022735595703,153.20022989908855,,,
2020-02-06,172.75636291503906,173.32248632324814,167.09507567332494,167.225715447556,1790366.0,153.4535369873047,,-0.5074954814636325,0.0330729944164337,-0.0320141462471226,0.0032770046709509,-0.0327703544239253,Capital Goods,1.0,160.63248291015626,156.5302261352539,154.19603576660157,153.4535369873047,,
2020-02-07,195.48858642578125,200.32245706957144,173.1918339606762,173.62731756300136,6717712.0,155.9227279663086,,-0.3980836560743986,0.131585448588784,-0.1118288758565436,0.0247271246478903,-0.1140565435188216,Capital Goods,1.0,169.82989807128905,161.16812744140626,156.72184041341146,155.9227279663086,,
2020-02-10,192.8756866455078,199.4514917611151,184.38375631943413,194.09504871755368,3110738.0,158.11756591796876,,-0.4106597304906892,-0.0133659965936959,0.0063220102712426,0.034093489075651,-0.0440279978973258,Capital Goods,1.0,178.22602233886718,164.88280029296874,159.60474141438803,158.11756591796876,,
2020-02-11,194.39987182617188,203.76276900674824,191.9611610653432,192.91923027885235,2910943.0,160.37990188598633,,-0.4033237176818732,0.0079024225768041,-0.0076164738865852,0.0481630830957977,-0.0125448167116556,Capital Goods,1.0,184.5492431640625,168.97199096679688,162.77506103515626,160.37990188598633,,
2020-02-12,193.3968811035156,198.27510606121555,186.92295844098777,194.94697114695992,1794791.0,162.34604187011718,,-0.4081511841090984,-0.0051594206993773,0.0080150726040644,0.0252239070757758,-0.0334748038623368,Capital Goods,1.0,189.78347778320312,172.82152862548827,165.99464416503906,162.34604187011718,,
2020-02-13,190.2510986328125,195.94996947507573,187.42446704300525,194.58224047293257,1271985.0,163.96763305664064,,-0.4232920612095913,-0.016265942101824,0.0227653972631149,0.029954470083046,-0.0148573732825726,Capital Goods,1.0,193.2824249267578,176.95745391845702,168.7809590657552,163.96763305664064,161.4193145751953,
2020-02-14,189.06573486328125,195.1293275609708,187.42445736282707,190.88937343861744,1111762.0,165.54084396362305,,-0.4289973022175107,-0.0062305225990784,0.0096455266029824,0.0320713465191049,-0.0086809886605895,Capital Goods,1.0,191.99785461425785,180.91387634277345,171.4447031656901,165.54084396362305,163.13775329589845,
2020-02-17,185.236083984375,190.38787134269512,183.50363289132545,190.2055102665728,841955.0,167.32103958129883,,-0.4474296871123105,-0.0202556580740321,0.0268275282834038,0.0278120075068888,-0.0093526652895323,Capital Goods,1.0,190.46993408203124,184.3479782104492,173.4118448893229,167.32103958129883,164.58803955078125,
