date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,11959.8662109375,12202.503976032784,11927.71148677659,12139.769232391827,14224.0,,,-1.6559310989166445,,0.0150422269180405,0.020287665498581,-0.0026885521621892,Healthcare,11.0,,,,,,
2020-01-13,12009.4345703125,12053.134024945586,11936.251797410368,12053.134024945586,4133.0,,,-1.645529834909243,0.0041445580160143,0.0036387603743737,0.0036387603743737,-0.0060937733973789,Healthcare,11.0,,,,,,
2020-01-14,12056.1396484375,12164.33957466403,11938.78034436003,12021.218472130531,6074.0,,,-1.6357293925667955,0.0038890322314137,-0.0028965470976022,0.0089746742640421,-0.0097344015165484,Healthcare,11.0,,,,,,
2020-01-15,12186.3310546875,12260.70649953638,11926.757295268852,12055.566274057755,4661.0,,,-1.608410449495543,0.0107987639531757,-0.0107304470921496,0.0061031859806788,-0.0213004027425303,Healthcare,11.0,,,,,,
2020-01-16,12035.625,12326.542852050943,11986.868786308229,12281.698242247832,9186.0,,,-1.6400341199595905,-0.0123668111436649,0.0204454062209342,0.0241713955071667,-0.0040509914268491,Healthcare,11.0,12049.479296875,,,,,
2020-01-17,11985.3896484375,12211.95052068296,11950.61103714746,12031.808029646769,5254.0,,,-1.6505753434476065,-0.004173888066677,0.0038729138201458,0.0189030877502589,-0.0029017505738391,Healthcare,11.0,12054.583984375,,,,,
2020-01-20,12063.58203125,12102.319768172038,11927.712032633131,12032.285473119018,7650.0,,,-1.6341677070590843,0.0065239750317749,-0.0025943006024172,0.0032111305598694,-0.0112628237835914,Healthcare,11.0,12065.4134765625,,,,,
2020-01-21,12130.1328125,12165.292520524625,12003.08862025096,12079.991979081306,6644.0,,,-1.6202029066418822,0.0055166683558502,-0.0041335766222628,0.0028985427091441,-0.010473437860311,Healthcare,11.0,12080.212109375,,,,,
2020-01-22,12119.685546875,12211.616625761646,12017.401482872408,12132.136895997886,3491.0,,,-1.6223951270278545,-0.0008612655596181,0.0010273656915213,0.00758526931504,-0.0084394981707232,Healthcare,11.0,12066.8830078125,,,,,
2020-01-23,12125.123046875,12165.291991248678,12071.83373818386,12098.50215286535,10901.0,,,-1.621254139636838,0.000448650254082,-0.0021955153697603,0.0033128690091133,-0.0043949499304152,Healthcare,11.0,12084.7826171875,12067.13095703125,,,,
2020-01-24,12019.5478515625,12163.337028470032,11974.464707544055,12060.33736281728,6744.0,,,-1.643407696722935,-0.0087071442412875,0.0033935978090455,0.0119629439212922,-0.0037508186310504,Healthcare,11.0,12091.6142578125,12073.09912109375,,,,
2020-01-27,12085.431640625,12150.313205425668,11984.006674946617,11984.006674946617,8959.0,,,-1.6295828557863477,0.0054813866441685,-0.0083923329091073,0.0053685765415749,-0.0083923329091073,Healthcare,11.0,12095.9841796875,12080.698828125,,,,
2020-01-28,12073.265625,12184.375484430127,12041.254394166655,12088.007283652723,6664.0,,,-1.6321357331062616,-0.0010066678615022,0.0012210166752397,0.0092029665279669,-0.0026514144414298,Healthcare,11.0,12084.6107421875,12082.41142578125,,,,
2020-01-29,12075.0302734375,12145.25464278852,12041.396820208,12116.248398356054,7315.0,,,-1.6317654449928338,0.0001461616510653,0.0034135007519795,0.0058156681814289,-0.002785372166187,Healthcare,11.0,12075.6796875,12071.28134765625,,,,
2020-01-30,11942.548828125,12060.52869084266,11879.050954958306,12060.52869084266,6268.0,,,-1.659564922444822,-0.0109715207591595,0.0098789516723445,0.0098789516723445,-0.0053169448231314,Healthcare,11.0,12039.16484375,12061.97373046875,12057.808919270834,,,
2020-01-31,11925.6123046875,12022.171519437296,11869.604065300886,11946.794412291618,6144.0,,,-1.6631188276751374,-0.0014181665640431,0.001776186166625,0.0080967930436446,-0.0046964665591718,Healthcare,11.0,12020.377734375,12055.99599609375,12055.525325520834,,,
2020-02-03,12161.7138671875,12262.375694233751,11627.681220189395,11755.011461704422,8753.0,,,-1.6135760403994113,0.0197978566188335,-0.0334412081984898,0.0082769441992742,-0.0439109695253506,Healthcare,11.0,12035.6341796875,12065.8091796875,12065.677278645831,,,
2020-02-04,12532.015625,12670.986569537445,12209.421076087614,12250.210584811088,13188.0,,,-1.5358731187377548,0.0304481557333444,-0.0224868088758796,0.011089273162109,-0.0257416331550724,Healthcare,11.0,12127.3841796875,12105.9974609375,12097.40234375,,,
2020-02-05,12477.1064453125,12618.987348367064,12391.091223542631,12537.408321616818,13338.0,,,-1.547395083183638,-0.004381512226809,0.0048330016713908,0.0113712986000746,-0.0068938437086255,Healthcare,11.0,12207.7994140625,12141.73955078125,12116.787369791668,,,
2020-02-06,12502.4853515625,12593.700813213292,12404.972003368122,12499.24090106024,5686.0,12123.303369140624,,-1.542069655684045,0.0020340378084643,-0.0002595044433988,0.0072957863245479,-0.0077995170921908,Healthcare,11.0,12319.78671875,12179.47578125,12147.911393229168,12123.303369140624,,
2020-02-07,13456.3896484375,13781.608129998658,12528.439374710586,12566.98703130797,106911.0,12198.129541015624,,-1.341905467183686,0.0762971737260052,-0.0660951890043406,0.0241683311837601,-0.0689598248839846,Healthcare,11.0,12625.9421875,12323.1599609375,12245.978059895831,12198.129541015624,,
2020-02-10,14096.6171875,14688.040885388264,13663.293846872804,13737.716816150463,66287.0,12302.488671875,,-1.2075621937212957,0.0475779578170018,-0.0254600353103003,0.0419550087813056,-0.0307395267150646,Healthcare,11.0,13012.9228515625,12524.278515625,12381.513736979166,12302.488671875,,
2020-02-11,13797.68359375,14449.505111254728,13548.796393278995,14207.725512764904,24841.0,12389.565869140624,,-1.2702894509571498,-0.0212060517621969,0.0297181708965006,0.0472413730229317,-0.0180383322156874,Healthcare,11.0,13266.0564453125,12696.7203125,12492.6837890625,12389.565869140624,,
2020-02-12,14067.1328125,14292.357505352917,13822.586773305326,13931.978429452543,15322.0,12483.60595703125,,-1.2137490994881,0.0195285836871961,-0.009607813109389,0.0160107035211027,-0.0173842134324182,Healthcare,11.0,13584.06171875,12895.93056640625,12622.513606770834,12483.60595703125,,
2020-02-13,14115.6513671875,14298.7513247931,13930.453045641216,14064.03273238024,11680.0,12587.607275390625,,-1.203568123096601,0.003449072055706,-0.0036568369014304,0.012971413988817,-0.0131200691153924,Healthcare,11.0,13906.694921875,13113.2408203125,12755.215494791666,12587.607275390625,12479.9816796875,
2020-02-14,14107.015625,14206.198722038354,14050.29178265509,14111.738807102376,9285.0,12693.68857421875,,-1.2053802192709469,-0.0006117848877717,0.0003348108648866,0.0070307639599254,-0.0040209668616505,Healthcare,11.0,14036.8201171875,13331.38115234375,12894.380013020833,12693.68857421875,12565.86765625,
2020-02-17,13979.0673828125,14178.530302768731,13874.350444674625,14102.199049456383,16890.0,12789.462841796874,,-1.2322284640596632,-0.0090698306139786,0.0088082890848122,0.0142686857780995,-0.0074909817136032,Healthcare,11.0,14013.31015625,13513.11650390625,13020.622395833334,12789.462841796874,12644.65296875,
2020-02-18,14743.953125,14972.374764511078,13858.892649408832,14046.476324537496,21074.0,12920.153857421876,,-1.071727316950858,0.0547165072777272,-0.047305956180765,0.0154925641430427,-0.0600287092672894,Healthcare,11.0,14202.5640625,13734.31025390625,13198.668229166668,12920.153857421876,12752.1655078125,
2020-02-19,15001.380859375,15447.536640658376,14950.09580104051,14950.09580104051,15038.0,13064.238623046876,,-1.017709514832277,0.0174598855674943,-0.0034186891736995,0.0297409808780739,-0.0034186891736995,Healthcare,11.0,14389.413671875,13986.7376953125,13393.758268229169,13064.238623046876,12864.7675,
2020-02-20,14815.560546875,15251.125698041198,14693.859177068816,15075.42034704472,10598.0,13198.760498046877,,-1.0567014474405014,-0.0123868805306594,0.0175396536194192,0.0293991678403333,-0.0082144289729121,Healthcare,11.0,14529.3955078125,14218.04521484375,13585.2923828125,13198.760498046877,12975.964921875,12821.550651041667
2020-02-24,15212.7216796875,15533.312900100576,14693.764268932686,15074.466343173211,12236.0,13358.419189453123,,-0.973362441511152,0.0268070270818252,-0.0090881394812402,0.0210738898116529,-0.0341133836325778,Healthcare,11.0,14750.53671875,14393.67841796875,13804.4330078125,13358.419189453123,13105.058203125,12929.979166666666
2020-02-25,15459.607421875,15503.83146842416,15238.246790410023,15266.250445860456,12934.0,13527.127978515626,,-0.9215567368936524,0.0162289002182396,-0.0125072371333924,0.0028606189887192,-0.0143186450615658,Healthcare,11.0,15046.6447265625,14529.97744140625,14024.292578125,13527.127978515626,13240.89921875,13044.984928385416
2020-02-26,15492.4736328125,15742.363391069472,15218.540280475065,15458.029535045547,14286.0,13698.08837890625,,-0.914660197625575,0.002125940849636,-0.0022232794183363,0.0161297520447423,-0.0176817052479762,Healthcare,11.0,15196.348828125,14699.4564453125,14221.6564453125,13698.08837890625,13375.3928515625,13159.52939453125
2020-02-27,15442.861328125,15695.613556836552,15276.984350267432,15586.841523676714,11115.0,13866.479931640624,,-0.9250706829750368,-0.0032023488219739,0.009323414391444,0.016366929893441,-0.0107413370056925,Healthcare,11.0,15284.644921875,14837.029296875,14419.3734375,13866.479931640624,13508.3198828125,13268.080403645834
2020-02-28,14998.087890625,15370.536284234851,14746.242304319558,15170.834852066062,21702.0,14019.256884765626,,-1.0184005007307158,-0.0288012323655309,0.0115179323324969,0.0248330584755849,-0.0167918462768087,Healthcare,11.0,15321.150390625,14925.27294921875,14585.746940104167,14019.256884765626,13623.2384765625,13366.829166666666
2020-03-02,14687.658203125,15361.568446787713,14512.478363636064,15146.981855537311,15393.0,14157.3591796875,,-1.0835400610497317,-0.0206979509497369,0.0312727628911315,0.0458827564164945,-0.0119270095386387,Healthcare,11.0,15216.1376953125,14983.33720703125,14667.831510416669,14157.3591796875,13729.962890625,13456.90478515625
2020-03-03,14720.1474609375,15056.338525453424,14599.305182380407,14700.444085022871,18862.0,14285.280859375,,-1.0767226204046665,0.0022120107482884,-0.0013385311503784,0.0228388380896364,-0.0082093116850743,Healthcare,11.0,15068.245703125,15057.44521484375,14709.4001953125,14285.280859375,13835.3515234375,13545.456966145834
2020-03-04,14304.76171875,14848.33579685926,13835.038494696008,14848.33579685926,15287.0,14373.9181640625,,-1.1638858193460753,-0.0282188574054573,0.0379995199358524,0.0379995199358524,-0.0328368436531383,Healthcare,11.0,14830.7033203125,15013.52607421875,14743.205403645834,14373.9181640625,13924.6113671875,13617.944596354168
2020-03-05,14172.375,14592.578895240871,14045.951369811117,14359.816108246958,14482.0,14458.681591796874,,-1.191665419682954,-0.0092547307919483,0.0132258078301594,0.0296495044225737,-0.0089204265473419,Healthcare,11.0,14576.6060546875,14930.62548828125,14750.221549479167,14458.681591796874,14008.50515625,13686.367578125
2020-03-06,14874.240234375,15003.859852824824,13645.163736422754,13739.623649009696,16165.0,14577.2693359375,,-1.0443882918457832,0.0495234732622443,-0.0762806413966044,0.008714369030444,-0.0826312119870027,Healthcare,11.0,14551.8365234375,14936.49345703125,14800.794140625,14577.2693359375,14125.7728125,13778.004817708334
