date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,103.3453140258789,105.07377178823236,102.12715882206066,102.12715882206066,160994.0,,,-1.1741271420121675,,-0.0117872321091714,0.0167250714620754,-0.0117872321091714,Information Technology,12.0,,,,,,
2020-01-13,104.15192413330078,105.02438509836658,103.37823486171509,104.00377329128314,134727.0,,,-1.1703032783770708,0.0078049993366887,-0.0014224494002437,0.0083768108205966,-0.0074284683458702,Information Technology,12.0,,,,,,
2020-01-14,104.41531372070312,105.68284809812737,104.00377615022757,104.85977295717622,111821.0,,,-1.169054638103581,0.0025288979497415,0.0042566480014796,0.0121393532448192,-0.0039413526216698,Information Technology,12.0,,,,,,
2020-01-15,105.38653564453124,106.0120740671768,104.36592384874238,104.41530969493589,200661.0,,,-1.1644504059448677,0.0093015276133346,-0.0092158447343909,0.00593565789804,-0.00968446101342,Information Technology,12.0,,,,,,
2020-01-16,107.19729614257812,108.28375791796252,105.0243792900114,106.01206937737828,348290.0,,,-1.1558662075116466,0.017182085804154,-0.0110564986977229,0.0101351602557153,-0.0202702580266261,Information Technology,12.0,104.89927673339844,,,,,
2020-01-17,106.17669677734376,108.53069309979983,105.68285167605376,107.74053959809532,110538.0,,,-1.1607045212927574,-0.0095207566045035,0.0147286821705425,0.0221705552527453,-0.0046511627906977,Information Technology,12.0,105.4655532836914,,,,,
2020-01-20,109.00807189941406,110.95053059970222,105.3536195605481,106.209616379837,821306.0,,,-1.1472819367417066,0.0266666340921097,-0.0256720027316812,0.0178194024207725,-0.0335246030425899,Information Technology,12.0,106.43678283691406,,,,,
2020-01-21,109.40315246582033,109.81469004401222,106.67054026734488,108.18499721545058,222477.0,,,-1.1454089944156516,0.0036243239562186,-0.0111345534649954,0.0037616610574406,-0.0249774539113867,Information Technology,12.0,107.4343505859375,,,,,
2020-01-22,109.46898651123048,110.4566766150912,108.44837474354816,110.19328990811412,115783.0,,,-1.1450968976419085,0.0006017563838548,0.0066165168781326,0.0090225563909773,-0.0093232960330513,Information Technology,12.0,108.25084075927734,,,,,
2020-01-23,109.4360580444336,110.62128475574768,108.67882633259866,109.89698140388955,144357.0,,,-1.145253000281319,-0.0003008017873034,0.0042118052102062,0.0108303125358633,-0.0069193986458053,Information Technology,12.0,108.69859313964844,106.79893493652344,,,,
2020-01-24,112.67899322509766,114.5062228215426,108.99161906253492,109.96284510498938,919549.0,,,-1.1298793497477888,0.0296331505229049,-0.0241051862673484,0.0162162399942171,-0.0327245927303992,Information Technology,12.0,109.99905242919922,107.73230285644532,,,,
2020-01-27,114.37451171875,115.55974523355349,111.2797546693478,112.59667484294955,642642.0,,,-1.1218414743841465,0.0150473344243076,-0.0155439953280167,0.0103627416370353,-0.0270581006458178,Information Technology,12.0,111.0723403930664,108.75456161499024,,,,
2020-01-28,115.42805480957033,116.67911821655932,113.55143290627817,114.3745079879311,371210.0,,,-1.116846985626906,0.0092113450364798,-0.009127302919358,0.0108384691144018,-0.0162579357885581,Information Technology,12.0,112.2773208618164,109.85583572387696,,,,
2020-01-29,115.29635620117188,116.54743302021782,113.94652108821543,115.42805625372668,228866.0,,,-1.1174713238478309,-0.0011409583971219,0.0011422741957691,0.0108509658090412,-0.0117075262170577,Information Technology,12.0,113.44279479980467,110.846817779541,,,,
2020-01-30,113.55143737792967,115.93835520871995,112.90944146823948,114.63789920777724,136831.0,,,-1.1257433893389488,-0.0151342061512994,0.0095680147687742,0.0210205866689821,-0.0056537893708334,Information Technology,12.0,114.2658706665039,111.48223190307615,109.2879135131836,,,
2020-01-31,110.45667266845705,114.24281793131024,108.72821504845882,113.50205037988243,116237.0,,,-1.1404146141634894,-0.0272542979722259,0.0275707898658719,0.0342771982116243,-0.0156482861400893,Information Technology,12.0,113.82140655517578,111.9102294921875,109.76200408935549,,,
2020-02-03,110.7365264892578,112.54729847082277,109.69945048732794,112.49790592525164,103610.0,,,-1.139087922570294,0.0025336071967402,0.0159060383401559,0.016352074956411,-0.0093652567477857,Information Technology,12.0,113.09380950927736,112.08307495117188,110.2009775797526,,,
2020-02-04,113.05757904052734,114.29219156672588,108.90928899034218,110.73651151019504,185983.0,,,-1.128084603414877,0.0209601350598141,-0.0205299596013839,0.010920210185608,-0.0366918351285245,Information Technology,12.0,112.61971435546874,112.44851760864258,110.77712860107422,,,
