date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,259.0326538085937,270.2483178818378,257.87808479143,266.372311137058,29142602.0,,,2.401072105047638,,0.0283348729225763,0.0432982633978324,-0.0044572334807523,Financial Services,9.0,,,,,,
2020-01-13,258.5378112792969,263.0735593823826,254.62058326469165,260.5995072623626,18319583.0,,,2.3896670273520138,-0.0019103480662423,0.0079744466500433,0.0175438481537455,-0.0151514704762989,Financial Services,9.0,,,,,,
2020-01-14,253.466049194336,261.2180632968045,252.47645079727167,260.1459936610007,18251907.0,,,2.2727735972038565,-0.0196170999509311,0.0263543953436666,0.0305840333532203,-0.0039042641024692,Financial Services,9.0,,,,,,
2020-01-15,256.84722900390625,260.9706493211556,248.72410933096185,254.0020703966993,25447261.0,,,2.350702667863608,0.0133397739867634,-0.0110772408105818,0.0160539801548205,-0.0316262694538195,Financial Services,9.0,,,,,,
2020-01-16,253.5897521972656,259.36251262867364,252.51765440353657,257.63067320568973,14387805.0,,,2.2756246907862936,-0.0126825460382563,0.0159348750231858,0.0227641707970811,-0.004227685797394,Financial Services,9.0,256.29469909667966,,,,,
2020-01-17,251.23936462402344,256.47610380842195,250.0023527363713,252.6825686878681,12800614.0,,,2.221453209354116,-0.0092684643321621,0.0057443389335281,0.0208436253301118,-0.0049236388155307,Financial Services,9.0,254.7360412597656,,,,,
2020-01-20,242.7864227294922,253.87839447139103,241.2195257286263,252.8887678829745,17025775.0,,,2.0266307085462083,-0.0336449740158393,0.0416100086648512,0.0456861286442584,-0.0064538081794288,Financial Services,9.0,251.58576354980468,,,,,
2020-01-21,248.3529815673828,252.187738133998,240.4360265323124,241.46687446454445,18066381.0,,,2.154928161341174,0.0229278012143734,-0.0277270965678744,0.0154407510729832,-0.0318778336587933,Financial Services,9.0,250.56315002441409,,,,,
2020-01-22,244.3532867431641,252.31146340899363,243.2811890642852,251.7754145695542,14158490.0,,,2.0627436227692395,-0.01610487942998,0.0303745774215487,0.0325683225787516,-0.0043874903144061,Financial Services,9.0,248.0643615722656,,,,,
2020-01-23,257.3832702636719,261.9190183614716,244.6006817754165,244.6419315060148,34197951.0,,,2.363057289493188,0.0533243636464911,-0.0495033680495412,0.0176225443602187,-0.0496636338296598,Financial Services,9.0,248.82306518554688,252.5588821411133,,,,
2020-01-24,266.0423889160156,269.1761823654515,261.094313313785,263.8570003872061,29922894.0,,,2.562631730166136,0.0336428962281544,-0.0082144373222396,0.0117793012692617,-0.0185988241287091,Financial Services,9.0,251.7836700439453,253.25985565185547,,,,
2020-01-27,266.3310852050781,271.89768153294006,261.4654519885564,262.49630002328234,22608899.0,,,2.5692855713625966,0.0010851514686768,-0.0143985640235834,0.0209010387337083,-0.0182691149730988,Financial Services,9.0,256.4926025390625,254.0391830444336,,,,
