date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,593.3391723632812,597.9247665351141,584.0682601541106,592.6413486820887,9127.0,,,-1.3408745920329133,,-0.0011760957538217,0.0077284534469017,-0.0156249791704202,Chemicals,2.0,,,,,,
2020-01-13,587.5074462890625,596.8780826975396,584.3174993659819,596.8780826975396,4105.0,,,-1.3454175239188433,-0.0098286550860798,0.0159498172621741,0.0159498172621741,-0.0054296280723411,Chemicals,2.0,,,,,,
2020-01-14,587.90625,597.0774999815006,565.1277108574479,587.9560815148963,15381.0,,,-1.3451068546467295,0.0006788062235747,8.476098850151992e-05,0.0155998511352799,-0.0387451896327893,Chemicals,2.0,,,,,,
2020-01-15,582.3237915039062,592.142973032106,569.7631464784384,569.7631464784384,35750.0,,,-1.3494556063509464,-0.0094954909836283,-0.0215698640665681,0.0168620648365418,-0.0215698640665681,Chemicals,2.0,,,,,,
2020-01-16,568.3175659179688,588.1553731816587,563.5824167270995,580.6289903208274,33490.0,,,-1.3603664975701315,-0.0240522983781327,0.0216629313277916,0.0349062011335987,-0.0083318719582788,Chemicals,2.0,583.8788452148438,,,,,
2020-01-17,572.5045776367188,590.1990865502643,568.417419633863,569.7133433290848,73645.0,,,-1.357104803038908,0.0073673804398197,-0.0048754794575723,0.0309071920203467,-0.0071390835331438,Chemicals,2.0,579.7119262695312,,,,,
2020-01-20,560.6416625976562,577.1897378244961,551.5202460300561,574.2489489257821,64316.0,,,-1.3663460489933927,-0.0207210832933987,0.0242709153384683,0.0295163137719138,-0.0162696017369406,Chemicals,2.0,574.33876953125,,,,,
2020-01-21,546.3864135742188,563.2336022993139,541.3023823867743,563.2336022993139,50601.0,,,-1.377450930208021,-0.0254266672893836,0.0308338353709938,0.0308338353709938,-0.0093048272452218,Chemicals,2.0,566.0348022460937,,,,,
2020-01-22,558.3988037109375,563.2336166131554,546.2867644318746,549.2773854050417,13960.0,,,-1.3680932427097028,0.0219851552642734,-0.016334953164795,0.0086583511105096,-0.0216906612237887,Chemicals,2.0,561.2498046875,,,,,
2020-01-23,565.376953125,573.1525559513542,550.6231734329488,566.5233213933308,4060.0,,,-1.362657243646222,0.0124967126857865,0.0020276176133364,0.0137529532878484,-0.0260954741973525,Chemicals,2.0,560.6616821289062,572.270263671875,,,,
2020-01-24,582.4732666015625,583.1710903315109,559.2461225230386,559.2461225230386,12991.0,,,-1.3493391648071131,0.0302387873825883,-0.0398767555703329,0.0011980356352143,-0.0398767555703329,Chemicals,2.0,562.655419921875,571.1836730957032,,,,
2020-01-27,595.133544921875,600.1179129697969,575.0465173510152,578.1866935589405,17181.0,,,-1.3394767704946708,0.0217353809114345,-0.0284757118927972,0.0083752093802345,-0.033752134696922,Chemicals,2.0,569.5537963867188,571.9462829589844,,,,
2020-01-28,602.2113037109375,606.0991350001526,588.1554106087007,589.1522841860036,38857.0,,,-1.3339631754330128,0.0118927236574971,-0.0216851119274278,0.0064559254621385,-0.0233404670679906,Chemicals,2.0,580.7187744140625,573.3767883300782,,,,
2020-01-29,608.242431640625,611.0834969706997,589.4513283837837,606.0991291324395,20399.0,,,-1.3292649089110258,0.010014969650225,-0.0035237635467231,0.0046709423451622,-0.0308941012322269,Chemicals,2.0,590.6875,575.96865234375,,,,
2020-01-30,608.3919677734375,612.0804123948474,601.912289140593,611.0835387590251,3667.0,,,-1.329148419820625,0.0002458495577316,0.0044240738342389,0.0060626122907385,-0.0106504999672473,Chemicals,2.0,599.2905029296875,579.9760925292969,581.2770100911458,,,
2020-01-31,609.6878662109375,613.0772607708194,597.1272832548306,597.1272832548306,8630.0,,,-1.328138911099241,0.0021300387022574,-0.0206016613618504,0.0055592291526911,-0.0206016613618504,Chemicals,2.0,604.7334228515625,583.6944213867188,582.3669230143229,,,
2020-02-03,587.009033203125,600.1179462335032,579.3829861737053,600.1179462335032,4789.0,,,-1.3458057891891344,-0.0371974485055048,0.0223317057982002,0.0223317057982002,-0.012991362309719,Chemicals,2.0,603.1085205078125,586.3311584472656,582.3336954752605,,,
2020-02-04,600.2674560546875,607.0960158027478,580.2302604058282,586.809662600932,20675.0,,,-1.3354774385150887,0.0225864034480277,-0.0224196619656977,0.0113758620081483,-0.0333804464105976,Chemicals,2.0,602.7197509765625,591.7192626953125,583.1577758789062,,,
2020-02-05,602.7597045898438,608.0431230094748,573.2023751673886,608.0431230094748,35078.0,,,-1.3335359695239306,0.0041518968086938,0.0087653809294141,0.0087653809294141,-0.0490366711599739,Chemicals,2.0,601.6232055664062,596.1553527832032,584.5201700846354,,,
2020-02-06,598.8718872070312,603.1086005164443,588.1554947185159,603.1086005164443,62504.0,585.8875549316406,,-1.3365645907812174,-0.006450028681758,0.0070744902205577,0.0070744902205577,-0.0178942987931751,Chemicals,2.0,599.719189453125,599.5048461914063,586.5571248372396,585.8875549316406,,
2020-02-07,599.4200439453125,602.0119516408305,581.7753702211144,586.2114696171687,2767.0,586.1915985107422,,-1.336137575058405,0.0009153155290653,-0.022035590003308,0.0043240257340384,-0.0294362424186934,Chemicals,2.0,597.665625,601.1995239257812,588.3514892578125,586.1915985107422,,
2020-02-10,592.1430053710938,603.1584481001214,588.1555103854298,603.1584481001214,1226.0,586.4233764648437,,-1.341806409662985,-0.0121401321956505,0.018602673052136,0.018602673052136,-0.0067340067340067,Chemicals,2.0,598.6924194335937,600.9004699707032,590.4515787760416,586.4233764648437,,
2020-02-11,585.9124755859375,603.1085456903312,578.1368734467313,596.1304302856497,12089.0,586.3236877441407,,-1.346660010821029,-0.0105220018283448,0.0174393874946829,0.0293492131008081,-0.0132709277634517,Chemicals,2.0,595.8214233398437,599.2705871582032,593.0866495768229,586.3236877441407,,
2020-02-12,581.4265747070312,597.8251589357891,575.0964511675458,584.2178088462294,8425.0,586.2788269042969,,-1.3501545408933515,-0.0076562644862957,0.0048006648829297,0.02820405007635,-0.0108872277512859,Chemicals,2.0,591.5547973632813,596.5890014648437,594.6218343098958,586.2788269042969,,
2020-02-13,564.1806030273438,588.1553999584795,560.4921586892459,588.1055684493836,12444.0,586.0719787597657,,-1.3635892039159965,-0.0296614782156756,0.0424065721041462,0.0424948975602654,-0.0065377014351538,Chemicals,2.0,584.6165405273438,592.1678649902344,594.5420776367188,586.0719787597657,585.6333520507812,
2020-02-14,554.6605834960938,576.8908561389272,548.2805671047727,563.2336734803574,27524.0,585.1797790527344,,-1.3710053273300211,-0.0168740638727499,0.0154564615538865,0.0400790561007839,-0.011502559549314,Chemicals,2.0,575.6646484375,586.66513671875,592.6878987630208,585.1797790527344,584.0862084960937,
2020-02-17,546.486083984375,567.9188649840712,543.2462449960489,558.0497926511295,25929.0,584.4720001220703,,-1.377373286663276,-0.0147378410418023,0.021160115519218,0.0392192621693712,-0.0059284931186258,Chemicals,2.0,566.5332641601562,582.612841796875,589.4447347005208,584.4720001220703,582.4453540039062,
