date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,53.90102005004883,55.87123822050177,53.42402239304599,53.465496872868975,4025164.0,,,-0.8596824814805789,,-0.0080800544549148,0.0365525210584796,-0.0088495107617616,Chemicals,2.0,,,,,,
2020-01-13,54.00471496582031,55.10389309517348,53.71436829490763,54.23284675335268,1713718.0,,,-0.858786171232349,0.0019238024748919,0.0042242938913159,0.0203533734054301,-0.005376320773037,Chemicals,2.0,,,,,,
2020-01-14,53.83880233764648,54.5439317484256,53.19588780787516,54.41949565732752,1368964.0,,,-0.860220274224155,-0.003072187831726,0.0107857770690971,0.0130970485999473,-0.0119414716125988,Chemicals,2.0,,,,,,
2020-01-15,53.403282165527344,54.25358811825134,52.67741231085027,52.67741231085027,1195972.0,,,-0.863984790455997,-0.0080893361889405,-0.0135922330097087,0.0159223538000607,-0.0135922330097087,Chemicals,2.0,,,,,,
2020-01-16,56.22381210327149,57.4059393341264,53.19589627372612,53.69363438824838,8220402.0,,,-0.8396049077025309,0.0528156664416562,-0.0450018883524955,0.0210253838477474,-0.0538546874762548,Chemicals,2.0,54.27432632446289,,,,,
2020-01-17,58.6917610168457,60.28867718745303,56.28601972348355,56.825238581681,8010624.0,,,-0.8182726380643629,0.0438950832618945,-0.0318021201413427,0.027208523699757,-0.0409894208604791,Chemicals,2.0,55.23247451782227,,,,,
2020-01-20,57.488895416259766,59.64576459055905,56.97041694507807,59.27245629385849,2757432.0,,,-0.8286698765116589,-0.0204946244540301,0.031024441584492,0.0375180138474056,-0.0090187586216007,Chemicals,2.0,55.92931060791015,,,,,
2020-01-21,59.81167221069336,60.537542034437415,57.03262900846122,57.03262900846122,4225502.0,,,-0.8085924346263745,0.040403921098415,-0.046463225312321,0.0121359225869341,-0.046463225312321,Chemicals,2.0,57.12388458251953,,,,,
2020-01-22,59.2932014465332,61.15972409225251,58.4014209363229,60.16424787950224,3265212.0,,,-0.8130739528943332,-0.0086683877075662,0.014690494217191,0.0314795389721436,-0.0150401814787223,Chemicals,2.0,58.3018684387207,,,,,
2020-01-23,59.0650634765625,60.392373393945455,58.52585094284377,59.58354193520186,2365174.0,,,-0.8150459145760971,-0.0038476244224461,0.0087780902638849,0.0224719967990831,-0.0091291281509024,Chemicals,2.0,58.87011871337891,56.572222518920896,,,,
2020-01-24,57.5096321105957,59.18950369953551,57.34372152389582,59.10654840618557,1817862.0,,,-0.8284906342459274,-0.0263342029012464,0.0277678057915387,0.0292102649119589,-0.0028849182408404,Chemicals,2.0,58.63369293212891,56.93308372497559,,,,
2020-01-27,58.23550033569336,59.6042847885625,56.53489471892636,56.82524140187848,4002572.0,,,-0.8222164295351272,0.0126216808986319,-0.0242164817969376,0.0235042962622267,-0.0292022152632673,Chemicals,2.0,58.783013916015626,57.35616226196289,,,,
2020-01-28,56.70081329345703,58.58807649230012,56.41046656957746,58.52586159757017,1619812.0,,,-0.8354818409928443,-0.0263531185168799,0.0321873390892568,0.0332845878078589,-0.0051206800575659,Chemicals,2.0,58.16084213256836,57.64236335754394,,,,
2020-01-29,56.09937286376953,57.84145933198493,55.788285768406666,57.09484903729743,1372812.0,,,-0.840680526162874,-0.010607262837214,0.0177448716930452,0.0310535818724007,-0.0055452865064695,Chemicals,2.0,57.52207641601562,57.91197242736816,,,,
2020-01-30,53.880279541015625,56.4726718655272,53.5484583867444,56.4726718655272,1320850.0,,,-0.8598617567195013,-0.0395564729064387,0.048113936055921,0.048113936055921,-0.0061584898426265,Chemicals,2.0,56.48511962890625,57.67761917114258,56.54318822224935,,,
2020-01-31,51.86858749389648,54.12915236117095,51.64045570088723,54.12915236117095,1389388.0,,,-0.8772502678600959,-0.0373363327780763,0.0435825415053083,0.0435825415053083,-0.0043982650006827,Chemicals,2.0,55.356910705566406,56.99530181884766,56.40769271850586,,,
2020-02-03,48.32219314575195,49.75319244948769,47.78297427401712,49.73245520952338,782634.0,,,-0.9079043223511712,-0.068372680257812,0.029184562453896,0.0296137077102334,-0.0111588244786078,Chemicals,2.0,53.37424926757812,56.07863159179688,56.0288579305013,,,
2020-02-04,50.91458511352539,51.26714983578206,48.67475751839278,48.94436695230954,1221372.0,,,-0.8854964012794692,0.05364806104628,-0.0386965376782076,0.006924631153736,-0.0439918657912741,Chemicals,2.0,52.217003631591794,55.18892288208008,55.833910115559895,,,
2020-02-05,51.28788757324219,51.91006169706347,50.831627182014834,50.99753775006752,1101122.0,,,-0.8822696777912032,0.0073319356110716,-0.0056611772664654,0.0121310148118847,-0.008896065188409,Chemicals,2.0,51.25470657348633,54.38839149475098,55.692883809407554,,,
