date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,2505.237060546875,2523.568206824365,2477.91215813201,2508.3823195370446,135834.0,,,-1.4911622708421282,,0.0012554735995655,0.0073171304090036,-0.0109071124825608,Consumer Services,6.0,,,,,,
2020-01-13,2486.11962890625,2524.1089451978714,2435.647183099816,2520.816105843733,795516.0,,,-1.5041907917993116,-0.0076309870797024,0.0139560769860247,0.0152805664900101,-0.0203016963542658,Consumer Services,6.0,,,,,,
2020-01-14,2502.337646484375,2508.382437641221,2462.7755802167185,2466.117373057141,153823.0,,,-1.4931382202053554,0.006523426061062,-0.0144745747953404,0.0024156576812639,-0.0158100431903099,Consumer Services,6.0,,,,,,
2020-01-15,2478.796630859375,2514.2797205572824,2450.832934501951,2496.587369122556,147296.0,,,-1.509181411633431,-0.009407609583812,0.0071771673568123,0.0143146433459553,-0.0112811579656412,Consumer Services,6.0,,,,,,
2020-01-16,2536.739501953125,2575.220273797715,2427.7839985802884,2493.4423344706947,325358.0,,,-1.4696933713696905,0.0233754033600012,-0.0170680384994573,0.0151693825144294,-0.0429510019806715,Consumer Services,6.0,2501.84609375,,,,,
2020-01-17,2556.00439453125,2570.3057613883866,2511.3312506108327,2511.3312506108327,155575.0,,,-1.456564355850753,0.00759435194796,-0.0174777257879519,0.0055952043305307,-0.0174777257879519,Consumer Services,6.0,2511.999560546875,,,,,
2020-01-20,2547.4033203125,2575.219672401088,2525.2386907873884,2560.476048322455,55731.0,,,-1.4624259840139813,-0.0033650467257226,0.0051317857308716,0.0109194927504354,-0.0087008717262693,Consumer Services,6.0,2524.256298828125,,,,,
2020-01-21,2524.01025390625,2629.2798340919926,2481.892775124033,2555.5617079024973,272694.0,,,-1.4783683481168537,-0.009183102738274,0.0125005252840859,0.0417072712057422,-0.016686730458814,Consumer Services,6.0,2528.5908203125,,,,,
2020-01-22,2488.527587890625,2530.3993426379247,2461.8906736985573,2525.87810788276,243217.0,,,-1.5025497688480225,-0.0140580514523309,0.0150090841563845,0.0168259154333072,-0.0107038854307603,Consumer Services,6.0,2530.53701171875,,,,,
2020-01-23,2547.207275390625,2559.4936311468987,2487.1025190180894,2495.408047515753,159299.0,,,-1.462559588538962,0.0235800831726921,-0.0203356940659367,0.0048234613158402,-0.0235963350737988,Consumer Services,6.0,2532.63056640625,2517.238330078125,,,,
2020-01-24,2661.765380859375,2710.32096421476,2553.203186274335,2559.4445111969426,811434.0,,,-1.3844882918307158,0.0449740021456173,-0.0384409799594722,0.0182418719938826,-0.0407857865181151,Consumer Services,6.0,2553.782763671875,2532.891162109375,,,,
2020-01-27,2653.8525390625,2702.9979564525465,2625.446583798197,2661.715805844908,221109.0,,,-1.3898808899118509,-0.0029727795897323,0.002962962962963,0.0185185185185186,-0.0107036675347221,Consumer Services,6.0,2575.072607421875,2549.664453125,,,,
2020-01-28,2718.086181640625,2757.1567954525203,2654.8359221617543,2654.8359221617543,456036.0,,,-1.3461056917462682,0.0242039230261136,-0.0232701449667401,0.0143743101583013,-0.0232701449667401,Consumer Services,6.0,2613.88779296875,2571.239306640625,,,,
2020-01-29,2784.43212890625,2801.141571538096,2732.485324501864,2732.485324501864,252841.0,,,-1.3008909588980784,0.0244090668330387,-0.018656157521351,0.0060010234971714,-0.018656157521351,Consumer Services,6.0,2673.068701171875,2601.8028564453125,,,,
2020-01-30,2776.27392578125,2830.776147715037,2737.399851175826,2796.3743542532225,198937.0,,,-1.3064507706125954,-0.0029299342728833,0.0072400739297784,0.0196314280906015,-0.0140022474887757,Consumer Services,6.0,2718.88203125,2625.756298828125,2584.4528971354166,,,
2020-01-31,2798.979248046875,2884.8364000982856,2776.765660292612,2793.573251385703,245742.0,,,-1.2909771038283666,0.0081783436622651,-0.001931417199661,0.0306744510918834,-0.0079363174163453,Consumer Services,6.0,2746.3248046875,2650.053784179688,2604.035709635417,,,
2020-02-03,2763.053955078125,2874.269946799041,2629.869864186009,2630.361318395943,492976.0,,,-1.315460174626522,-0.0128351408799542,-0.0480239035645,0.0402511110999173,-0.048201769873998,Consumer Services,6.0,2768.165087890625,2671.61884765625,2622.497998046875,,,
2020-02-04,2911.12890625,2941.9431800748907,2751.946941458164,2751.946941458164,454397.0,,,-1.2145471628348592,0.0535910458424935,-0.0546804933474719,0.0105849911897526,-0.0546804933474719,Consumer Services,6.0,2806.7736328125,2710.330712890625,2649.7507486979166,,,
2020-02-05,2936.242431640625,2972.3151234053075,2884.836272220429,2927.3962556781094,279347.0,,,-1.1974323067176165,0.0086267307973576,-0.0030127539426547,0.012285324732034,-0.0175074642564416,Consumer Services,6.0,2837.135693359375,2755.102197265625,2680.247135416667,,,
2020-02-06,3018.806640625,3042.2980555823665,2909.408886852153,2929.06705500656,248941.0,2659.7502319335936,,-1.1411648358937458,0.0281190027412832,-0.0297268411996936,0.0077816891751976,-0.0362387415943266,Consumer Services,6.0,2885.642236328125,2802.2621337890623,2712.384944661458,2659.7502319335936,,
2020-02-07,3025.686767578125,3076.5030803689224,2988.041330454161,3037.5798144192854,100880.0,2685.7727172851564,,-1.1364760325083376,0.0022790883193832,0.0039306933449294,0.0167949681161057,-0.0124419479000122,Consumer Services,6.0,2930.983740234375,2838.6542724609376,2743.6971028645835,2685.7727172851564,,
2020-02-10,2962.240234375,3074.537520738283,2929.0670753836584,3044.5588140942555,137020.0,2709.578747558594,,-1.1797148159933,-0.0209692998901898,0.0277892990460388,0.037909581086686,-0.0111986727498962,Consumer Services,6.0,2970.82099609375,2869.4930419921875,2771.3528971354167,2709.578747558594,,
2020-02-11,2948.086181640625,3005.7336589355536,2910.4407447859585,2980.71869004884,745408.0,2731.866174316406,,-1.1893607964861512,-0.0047781582905146,0.011069048324108,0.0195542035554903,-0.0127694492410384,Consumer Services,6.0,2978.212451171875,2892.4930419921875,2799.6246256510417,2731.866174316406,,
2020-02-12,2905.231201171875,2996.838206531674,2882.8700373973134,2962.436416109272,298776.0,2753.187902832032,,-1.2185664461598409,-0.0145365426342119,0.0196904173803178,0.0315317436088555,-0.0076968620485494,Consumer Services,6.0,2972.010205078125,2904.57294921875,2827.4048665364585,2753.187902832032,,
2020-02-13,2815.786865234375,2889.7015296120803,2781.286684084567,2887.78490620773,262928.0,2767.140270996094,,-1.2795227203691195,-0.0307873383369354,0.0255694214154813,0.0262500920400994,-0.012252412132385,Consumer Services,6.0,2931.40625,2908.5242431640627,2845.3101725260417,2767.140270996094,2714.081435546875,
2020-02-14,2801.435791015625,2916.2887134842654,2771.801203918311,2815.786347136518,195067.0,2779.4118408203126,,-1.2893029709138506,-0.0050966479018487,0.0051225718493768,0.0409978778871109,-0.010578356709925,Consumer Services,6.0,2886.5560546875,2908.769897460937,2854.621533203125,2779.4118408203126,2725.929384765625,
2020-02-17,2771.408203125,2801.288517996496,2724.621674346065,2787.527802469495,132540.0,2790.6120849609374,,-1.3097667583870245,-0.0107186422001622,0.0058163930258698,0.0107816361508215,-0.0168818612596222,Consumer Services,6.0,2848.3896484375,2909.605322265625,2862.4585774739585,2790.6120849609374,2737.340927734375,
2020-02-18,2742.868896484375,2864.85176537236,2707.440215484912,2771.260903625662,252278.0,2801.555017089844,,-1.3292162828660727,-0.0102977636453715,0.0103512082468388,0.0444727303752412,-0.0129166512642561,Consumer Services,6.0,2807.34619140625,2892.7793212890624,2864.110758463541,2801.555017089844,2746.962177734375,
2020-02-19,2804.72119140625,2855.108598382178,2764.2243387929766,2787.056106299838,225705.0,2817.364697265625,,-1.2870639720437809,0.0225502192252619,-0.006298339086444,0.0179652106349523,-0.0144388157858104,Consumer Services,6.0,2787.244189453125,2879.627197265625,2865.4633626302084,2817.364697265625,2759.99916015625,
2020-02-20,2795.371826171875,2844.135512510526,2780.167066727417,2809.7402193311354,135848.0,2829.772924804688,,-1.2934355601933925,-0.0033334383692117,0.0051400650978647,0.0174444365082659,-0.0054392618907088,Consumer Services,6.0,2783.161181640625,2857.2837158203124,2866.7365559895834,2829.772924804688,2770.344453125,2725.5947265625
2020-02-24,2666.156005859375,2794.4867170590333,2651.787850335136,2794.4867170590333,226097.0,2829.9924560546874,,-1.381496082892666,-0.0462249133023046,0.0481332341084421,0.0481332341084421,-0.0053890903205446,Consumer Services,6.0,2756.105224609375,2821.3306396484377,2857.8816731770835,2829.9924560546874,2774.750517578125,2730.95869140625
2020-02-25,2607.551025390625,2765.4053862049127,2589.295365268325,2717.183014701696,326428.0,2827.677380371094,,-1.4214353503939503,-0.0219810770037292,0.042044043719009,0.0605374005253225,-0.0070010749337359,Consumer Services,6.0,2723.3337890625,2785.86171875,2847.5148111979165,2827.677380371094,2777.15642578125,2735.006404622396
2020-02-26,2568.87451171875,2655.1826621344658,2509.5314264058147,2606.9110389968505,280229.0,2820.216796875,,-1.4477933768484048,-0.0148325050191802,0.0148066895072471,0.0335976514313927,-0.0231008112861187,Consumer Services,6.0,2688.534912109375,2747.9405517578125,2824.6978515625,2820.216796875,2778.95099609375,2737.224300130208
2020-02-27,2526.458740234375,2622.706711898746,2514.452401088666,2549.8810846265105,260503.0,2807.3181274414064,,-1.4766997057992544,-0.0165114221387155,0.0092708200688693,0.0380959998006704,-0.0047522403411957,Consumer Services,6.0,2632.882421875,2710.0633056640627,2797.378938802083,2807.3181274414064,2780.4682421875,2738.813037109375
2020-02-28,2552.193359375,2607.944221821851,2286.4290331697107,2455.404088092648,502208.0,2796.1140991210937,,-1.4591615745742272,0.0101860437025136,-0.0379239570257537,0.0218442941409828,-0.1041317364254766,Consumer Services,6.0,2584.246728515625,2683.703955078125,2766.27138671875,2796.1140991210937,2780.667685546875,2739.328165690104
2020-03-02,2642.635498046875,2706.3579255670447,2586.294046687343,2605.976649782376,462205.0,2788.296911621094,,-1.397525298255862,0.0354370245262385,-0.0138720789498183,0.0241132110604227,-0.0213201750302578,Consumer Services,6.0,2579.542626953125,2667.82392578125,2740.7346354166666,2788.296911621094,2779.902490234375,2742.215869140625
2020-03-03,2744.54150390625,2760.4843601792013,2671.4206045299256,2672.109447404382,369971.0,2787.3712890625,,-1.328076401669755,0.0385622632915859,-0.0263913139585525,0.0058089324757013,-0.0266423004615717,Consumer Services,6.0,2606.94072265625,2665.137255859375,2726.22138671875,2787.3712890625,2783.530048828125,2748.787141927083
2020-03-04,2612.2255859375,2758.0736052427496,2598.103224199515,2735.881425482822,400834.0,2772.426123046875,,-1.4182496395100068,-0.0482105727971056,0.0473373510354555,0.0558328576560918,-0.0054062565706463,Consumer Services,6.0,2615.6109375,2652.072924804688,2703.8306803385417,2772.426123046875,2779.295625,2751.727652994792
2020-03-05,2661.333740234375,2694.5481300773667,2517.5522409853725,2583.6367193067363,357343.0,2758.6806884765624,,-1.384782454720088,0.0187993542982049,-0.0291947679289543,0.0124803549967644,-0.0540261061870204,Consumer Services,6.0,2642.5859375,2637.7341796875,2687.570849609375,2758.6806884765624,2774.371689453125,2757.487858072917
2020-03-06,2606.271484375,2627.6270569720755,2509.531458905915,2557.753828116264,245608.0,2738.0539306640626,,-1.4223073570134075,-0.020689722234734,-0.0186157338364814,0.0081939171437455,-0.0371181690200183,Consumer Services,6.0,2653.4015625,2618.8241455078123,2673.6031575520838,2738.0539306640626,2767.571591796875,2759.4566650390625
2020-03-09,2490.537841796875,2556.9666194334504,2480.0076984321536,2534.134850580474,243495.0,2711.296484375,,-1.501179781726364,-0.0444058277397293,0.017505057763806,0.0266724626792453,-0.0042280599748382,Consumer Services,6.0,2622.98203125,2601.2623291015625,2652.8766276041665,2711.296484375,2755.233935546875,2753.7490804036456
2020-03-11,2507.76025390625,2566.119216450568,2426.372743301582,2465.2458819592225,341397.0,2688.5724853515626,,-1.4894427157167531,0.0069151376944946,-0.01695312455838,0.0232713483888318,-0.0324542629136471,Consumer Services,6.0,2575.62578125,2591.283251953125,2635.30009765625,2688.5724853515626,2745.0221875,2748.8793375651044
2020-03-12,2326.630615234375,2439.6580307568765,2312.705273206398,2438.673900853385,385172.0,2657.49970703125,,-1.6128824819868657,-0.0722276534966752,0.0481568861362733,0.0485798711589271,-0.005985196763421,Consumer Services,6.0,2518.506787109375,2567.0588623046874,2607.55087890625,2657.49970703125,2721.642255859375,2735.830818684896
2020-03-13,2256.069091796875,2312.7058294173244,2097.7226483487607,2098.165458858611,525548.0,2625.0416015625,,-1.6609701280764535,-0.030327772262376,-0.0699906015788282,0.0251041680533552,-0.0701868768221088,Consumer Services,6.0,2437.453857421875,2540.019897460937,2570.974072265625,2625.0416015625,2694.435322265625,2718.218717447917
2020-03-16,2148.306640625,2236.041978580073,2138.170053075504,2195.5941374933554,257209.0,2591.667590332031,,-1.7344101894760575,-0.0477655811001985,0.0220115210622811,0.0408392993327753,-0.0047184081442616,Consumer Services,6.0,2345.860888671875,2499.631225585937,2527.836393229167,2591.667590332031,2659.615322265625,2697.286474609375
2020-03-17,2068.54296875,2165.0369734658548,2036.361962413958,2146.3877560549645,394723.0,2555.02294921875,,-1.7887690955352282,-0.0371286251071656,0.0376326663168158,0.0466482960100969,-0.0155573303635498,Consumer Services,6.0,2261.4619140625,2442.22197265625,2487.995524088541,2555.02294921875,2621.3295703125,2672.9385986328125
2020-03-18,1952.3662109375,2135.0699633312183,1938.7360349216408,2068.0016021889755,341971.0,2514.070849609375,,-1.867943503078621,-0.0561635699947313,0.0592283305271652,0.0935806773187222,-0.006981362379404,Consumer Services,6.0,2150.38310546875,2363.004443359375,2444.3165364583333,2514.070849609375,2580.934609375,2645.915673828125
2020-03-19,1946.559814453125,2036.9522477628368,1712.3861375469764,1801.941964280755,409973.0,2474.2553955078124,,-1.871900559638543,-0.0029740304108146,-0.0742940695161733,0.0464370180862421,-0.1203013003594437,Consumer Services,6.0,2074.3689453125,2296.437866210937,2402.828889973958,2474.2553955078124,2540.8735546875,2613.7633707682294
2020-03-20,1920.6280517578125,2039.117325796949,1827.184957878399,1919.5455328025807,395586.0,2430.0507385253904,,-1.8895730441063123,-0.0133218422073497,-0.0005636275874656,0.0616929831524077,-0.0486523633734765,Consumer Services,6.0,2007.280737304688,2222.367297363281,2362.440177408854,2430.0507385253904,2501.4894287109373,2579.909558105469
2020-03-23,1664.4097900390625,1819.065836832643,1556.0078512317857,1771.4339228797116,540755.0,2373.50263671875,2584.757890625,-2.064185672788202,-0.133403373695522,0.06430155210643,0.0929194527208054,-0.0651293566380265,Consumer Services,6.0,1910.5013671875,2128.181127929688,2303.254606119792,2373.50263671875,2455.434345703125,2534.7629964192706
