date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2021-11-10,367.6333312988281,374.6666564941406,333.3333435058594,336.3333435058594,205947786.0,,,2.861102242818573,,-0.0851391457961323,0.0191313588745181,-0.0932994504926656,Consumer Services,6.0,,,,,,
2021-11-11,368.9249877929688,373.4500122070313,340.625,368.9500122070313,43138662.0,,,2.882397201687454,0.0035134368518144,6.78306292349884e-05,0.0122654321712734,-0.0767093277207072,Consumer Services,6.0,,,,,,
2021-11-12,393.0499877929688,401.6583251953125,363.3500061035156,374.6666564941406,34978218.0,,,3.280135211012882,0.0653926971559279,-0.0467709753714867,0.0219013806632606,-0.0755628612437382,Consumer Services,6.0,,,,,,
2021-11-15,380.375,388.73333740234375,364.1666564941406,376.8333435058594,20735118.0,,,3.071168395966271,-0.0322477755670229,-0.0093109602212043,0.0219739399338645,-0.0426114847344314,Consumer Services,6.0,,,,,,
2021-11-16,372.7916564941406,385.0,371.3333435058594,378.0,9042750.0,,,2.9461452270522224,-0.0199364929500082,0.0139711911871645,0.0327484354684082,-0.0039118713170668,Consumer Services,6.0,376.5549926757813,,,,,
2021-11-17,353.8416748046875,376.5,350.1666564941406,373.3333435058594,16172724.0,,,2.6337254138328903,-0.0508326336154225,0.0550858479627387,0.0640352078590498,-0.0103860527807398,Consumer Services,6.0,373.7966613769531,,,,,
2021-11-18,354.2083435058594,363.0,348.3333435058594,351.6666564941406,11958912.0,,,2.6397705155649542,0.001036250750775,-0.0071756836289111,0.0248205799082064,-0.0165862834902499,Consumer Services,6.0,370.8533325195313,,,,,
2021-11-22,349.6166687011719,361.9916687011719,347.0,355.875,10147740.0,,,2.564069641107498,-0.0129632034052059,0.017900551830317,0.0353959096000005,-0.0074843934383701,Consumer Services,6.0,362.1666687011719,,,,,
2021-11-23,355.8166809082031,357.8833312988281,342.95001220703125,345.0,5038836.0,,,2.666286449937258,0.0177337431595133,-0.0303995891384128,0.0058081886024847,-0.0361609485770323,Consumer Services,6.0,357.2550048828125,,,,,
2021-11-24,374.5833435058594,386.4666748046875,354.3416748046875,358.3333435058594,15051264.0,,,2.9756839638553414,0.0527425036672124,-0.0433815338608236,0.0317241316381229,-0.0540378237636592,Consumer Services,6.0,357.61334228515625,367.0841674804688,,,,
2021-11-25,399.5916748046875,405.1916809082031,374.5,374.5750122070313,15805686.0,,,3.387985058460385,0.0667630628334036,-0.0626055650681007,0.0140143212599532,-0.0627932872148845,Consumer Services,6.0,366.7633422851562,370.2800018310547,,,,
2021-11-26,406.1833190917969,428.9500122070313,384.6666564941406,397.5,22331574.0,,,3.496658529006964,0.0164959499977852,-0.0213778328248739,0.0560502907065199,-0.0529727873753316,Consumer Services,6.0,377.15833740234376,374.0058349609375,,,,
2021-11-29,414.3999938964844,422.8333435058594,391.6666564941406,403.5,10442538.0,,,3.632123145798293,0.0202289813945573,-0.0263030744619343,0.0203507474266073,-0.0548584404854562,Consumer Services,6.0,390.1150024414063,376.1408355712891,,,,
2021-11-30,406.7416687011719,426.3333435058594,396.85833740234375,413.0,5682054.0,,,3.505863787541283,-0.0184805147396443,0.0153865015079781,0.0481673659530597,-0.0242987922294464,Consumer Services,6.0,400.3,378.7775024414062,,,,
2021-12-01,415.51666259765625,422.5,410.0,412.5,4443384.0,,,3.650533159737365,0.02157387494747,-0.0072600279825054,0.0168063955815549,-0.0132766338735205,Consumer Services,6.0,408.4866638183594,383.0500030517578,380.8849995930989,,,
2021-12-02,406.3666687011719,426.6666564941406,402.0333251953125,422.5,6473622.0,,,3.499681331437779,-0.0220207628721361,0.0397014138743057,0.0499548544614929,-0.0106636292777396,Consumer Services,6.0,409.8416625976562,388.3025024414063,383.46722208658855,,,
2021-12-03,387.4500122070313,410.8333435058594,380.3333435058594,406.5750122070313,5387400.0,,,3.187810935704208,-0.0465507088822072,0.0493612063426149,0.060351866207539,-0.0183679661297032,Consumer Services,6.0,406.0950012207032,391.6266693115234,384.7022237141927,,,
2021-12-06,365.2000122070313,392.3333435058594,362.0333251953125,388.3333435058594,11374020.0,,,2.8209852068962995,-0.0574267629345456,0.0633442785475972,0.0742971807006576,-0.0086711032471804,Consumer Services,6.0,396.2550048828125,393.18500366210935,382.84555867513023,,,
2021-12-07,358.9833374023437,376.2749938964844,354.1666564941406,371.3333435058594,12719388.0,,,2.7184936893236595,-0.0170226577132841,0.0344027279730643,0.0481684097631538,-0.0134175612245887,Consumer Services,6.0,386.7033386230469,393.5016693115234,381.41944783528646,,,
2021-12-08,363.8083190917969,374.8333435058594,337.7583312988281,341.5,50120532.0,379.754167175293,,2.7980409893110054,0.0134406842511616,-0.061318881183055,0.0303044868286275,-0.0716036066959638,Consumer Services,6.0,376.361669921875,392.4241668701172,380.8205586751302,379.754167175293,,
2021-12-09,360.5750122070313,376.51666259765625,358.5,362.3333435058594,19286688.0,379.4012512207031,,2.744734914953083,-0.008887391285711,0.004876464644806,0.0442117447158867,-0.0057547310179104,Consumer Services,6.0,367.2033386230469,388.5225006103516,381.2694478352865,379.4012512207031,,
2021-12-10,352.4666748046875,363.2083435058594,350.0,360.5833435058594,11541822.0,378.5783355712891,,2.6110564081200422,-0.0224872415665015,0.0230281875745261,0.0304757001697371,-0.0069983206385522,Consumer Services,6.0,360.2066711425781,383.1508361816406,381.15333658854166,378.5783355712891,,
