date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,19.5598201751709,19.86757934473818,19.310394673671944,19.531659305710644,159276340.0,,,-1.2231495902437188,,-0.0014397304887292,0.0157342535264177,-0.0127519322399279,Metals & Mining,14.0,,,,,,
2020-01-13,19.944015502929688,19.994302984513144,19.62217592772599,19.75694601005313,109427500.0,,,-1.2155253721528598,0.0196420685015542,-0.0093797306188951,0.0025214321346707,-0.016137150272292,Metals & Mining,14.0,,,,,,
2020-01-14,20.058671951293945,20.356372998472224,19.944016548658,19.972177417049128,156608220.0,,,-1.2132500561750423,0.0057489149237481,-0.0043120768141999,0.014841513331548,-0.0057160016831797,Metals & Mining,14.0,,,,,,
2020-01-15,20.1994743347168,20.25780799491448,19.678496785342464,19.78912831910876,121179480.0,,,-1.2104558835202346,0.0070195267046963,-0.0203146878383254,0.0028878801116831,-0.0257916389675016,Metals & Mining,14.0,,,,,,
2020-01-16,19.889705657958984,20.2779251063408,19.79717686905092,20.195454428366062,104383690.0,,,-1.2166031314919774,-0.0153354820835814,0.0153722119203274,0.019518612042731,-0.0046520944301173,Metals & Mining,14.0,19.930337524414064,,,,,
2020-01-17,19.92390251159668,20.07074111090263,19.789130883156123,19.845454156427245,56824600.0,,,-1.215924507231563,0.001719324268834,-0.0039373990674654,0.0073699717824098,-0.0067643188056212,Metals & Mining,14.0,20.003153991699214,,,,,
2020-01-20,19.73884010314941,20.106944806529512,19.67849605097938,19.99430134809049,72918780.0,,,-1.2195970041634034,-0.0092884618532714,0.0129420595944906,0.0186487504562826,-0.0030571224983176,Metals & Mining,14.0,19.962118911743165,,,,,
2020-01-21,19.15550804138184,19.624186200501363,19.04889729197737,19.624186200501363,113158030.0,,,-1.2311730191145762,-0.0295524994740954,0.0244670179515487,0.0244670179515487,-0.0055655401660008,Metals & Mining,14.0,19.781486129760744,,,,,
2020-01-22,19.11125564575196,19.3043593980994,19.03682961774892,19.256083843675587,76621710.0,,,-1.2320511919890182,-0.0023101655948922,0.0075781623462205,0.0101041896946403,-0.0038943557337415,Metals & Mining,14.0,19.56384239196777,,,,,
2020-01-23,19.320451736450195,19.384819653817136,19.03481766439795,19.1454507417406,72000200.0,,,-1.2278997708133816,0.0109462242866675,-0.0090578107125433,0.0033315948428629,-0.0147840265822235,Metals & Mining,14.0,19.449991607666018,19.69016456604004,,,,
2020-01-24,19.44717597961425,19.51556622159308,19.16757768982606,19.3224624661413,74811300.0,,,-1.2253849737883422,0.0065590724737032,-0.0064129369530923,0.0035167184197082,-0.014377320906711,Metals & Mining,14.0,19.354646301269533,19.678900146484374,,,,
2020-01-27,18.60435676574707,19.219876600726668,18.509816052240115,19.219876600726668,129631190.0,,,-1.2421104179398237,-0.0433388999385146,0.0330847146574206,0.0330847146574206,-0.0050816437621222,Metals & Mining,14.0,19.127749633789065,19.544934272766117,,,,
2020-01-28,17.9526309967041,18.58625357410644,17.781653865570682,18.50579329632244,180152830.0,,,-1.255043681411825,-0.0350308144081001,0.0308123249299718,0.0352941347437412,-0.0095237924271271,Metals & Mining,14.0,18.88717422485352,19.33433017730713,,,,
2020-01-29,18.191999435424805,18.49372431840252,18.087400616587345,18.216136443885667,110818340.0,,,-1.2502935008421625,0.013333334749912,0.0013267925027449,0.0165855811533375,-0.0057497153739889,Metals & Mining,14.0,18.703322982788084,19.13358268737793,,,,
2020-01-30,18.0451602935791,18.28251727575139,17.757515828189398,18.17993038028525,146520160.0,,,-1.2532074707965524,-0.0080716329377059,0.0074684893075789,0.0131534981297309,-0.0159402554873427,Metals & Mining,14.0,18.448264694213865,18.94912815093994,19.276197942097983,,,
2020-01-31,17.648893356323242,18.274469723391515,17.55837650718303,18.22418224394649,107387270.0,,,-1.2610712456359283,-0.0219597349543556,0.0325963150214816,0.0354456426495513,-0.0051287549486938,Metals & Mining,14.0,18.088608169555663,18.7216272354126,19.14880282084147,,,
2020-02-03,17.54228401184082,17.66096326044629,16.759810960407776,16.81613269141292,162371260.0,,,-1.263186869731617,-0.0060405682288417,-0.0413943429451807,0.0067653247732941,-0.0446049699631407,Metals & Mining,14.0,17.876193618774415,18.501971626281737,18.98868738810221,,,
