date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,440.5054321289063,449.13240273830655,437.8065088474415,448.0239019415167,37724966.0,,,-1.1006415641424745,,0.0170678254210727,0.0195842547677727,-0.0061268785459039,Telecommunication,19.0,,,,,,
2020-01-13,451.9758605957031,453.32533703280376,437.8546370765479,442.4331771739007,15206224.0,,,-1.067090452783838,0.02603924408233,-0.0211132590338457,0.0029857267937318,-0.0312433135268408,Telecommunication,19.0,,,,,,
2020-01-14,452.4096374511719,455.5905420160366,449.75890362604287,451.9758750133824,8238486.0,,,-1.0658216513938323,0.0009597345639146,-0.0009587824879975,0.0070310274175093,-0.0058591453534521,Telecommunication,19.0,,,,,,
2020-01-15,450.9638366699219,454.9640474544861,448.2166942136964,452.5542891429151,10875259.0,,,-1.0700506323037031,-0.0031957780329249,0.0035267849518436,0.008870358240038,-0.0060917134209947,Telecommunication,19.0,,,,,,
2020-01-16,456.79541015625,459.7353088804767,451.108369370327,452.26502921905535,16290593.0,,,-1.05299322490151,0.0129313550491998,-0.0099177461867338,0.0064359200177188,-0.0124498641174561,Telecommunication,19.0,450.5300354003906,,,,,
2020-01-17,482.0015869140625,485.6162239113967,457.9521061929608,457.9521061929608,61915666.0,,,-0.979264920350826,0.0551804510233379,-0.0498950239460301,0.0074992221923506,-0.0498950239460301,Telecommunication,19.0,458.8292663574219,,,,,
2020-01-20,490.3393859863281,494.19502894382094,476.4109481011226,480.989488525684,45298836.0,,,-0.9548767794919836,0.0172982813721569,-0.0190682162760321,0.0078632128433597,-0.0284057089503184,Telecommunication,19.0,466.50197143554686,,,,,
2020-01-21,493.2793273925781,496.4120130257832,486.194590395753,491.5924966670062,65202963.0,,,-0.9462774231737356,0.0059957276332926,-0.0034196258223273,0.0063507336700365,-0.0143625256591923,Telecommunication,19.0,474.6759094238281,,,,,
2020-01-22,495.9300537109375,504.846218773396,488.4115843329496,496.1710295251451,20285793.0,,,-0.9385240237130285,0.0053736821536204,0.0004859068580427,0.0179786746048977,-0.0151603423138581,Telecommunication,19.0,483.6691528320313,,,,,
2020-01-23,504.7497863769531,507.01497703791966,493.85765547320176,496.4120111209075,15772863.0,,,-0.9127262225508956,0.0177842270296374,-0.01651863057911,0.004487749617936,-0.021579267981338,Telecommunication,19.0,493.2600280761719,471.89503173828126,,,,
2020-01-24,505.32818603515625,508.3162742364174,495.5927148905611,501.71351874182665,23824625.0,,,-0.911034398100018,0.0011459136265412,-0.0071531084020675,0.0059131635318148,-0.0192656404563148,Telecommunication,19.0,497.92534790039065,478.37730712890624,,,,
2020-01-27,495.8336791992188,505.1835468563089,493.42389107015646,502.3400262330366,11856786.0,,,-0.938805920068005,-0.0187887932997209,0.0131220352847465,0.018856862793569,-0.0048600735088308,Telecommunication,19.0,499.0242065429687,482.7630889892578,,,,
2020-01-28,473.5192260742188,495.8336889745021,468.55511217800944,495.7854698356268,31674769.0,,,-1.0040759057421331,-0.0450039076833955,0.0470228927049269,0.047124724132713,-0.0104834473931819,Telecommunication,19.0,495.0721862792969,484.8740478515625,,,,
2020-01-29,472.5552978515625,483.3028608485875,470.6274913867586,475.3024400449409,20037283.0,,,-1.006895404877121,-0.0020356686055766,0.0058133771981143,0.0227435033442393,-0.0040795362438396,Telecommunication,19.0,490.39723510742186,487.03319396972654,,,,
2020-01-30,472.1215515136719,475.10966961711534,462.7716538782575,474.24214469099553,15337903.0,,,-1.008164117002923,-0.0009178742463847,0.0044916254522269,0.0063291287886841,-0.0198040051453648,Telecommunication,19.0,483.8715881347656,488.5658081054688,475.88721720377606,,,
