date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,54.95648956298828,58.57285937901622,52.19011934010981,52.54557281503013,3475305.0,,,-1.5317013702799844,,-0.0438695551176877,0.0658042361290751,-0.0503374623247687,Financial Services,9.0,,,,,,
2020-01-13,54.616493225097656,56.022856388827904,53.28739825361992,55.327400211278814,840057.0,,,-1.5379468229664597,-0.0061866458464552,0.0130163425771627,0.0257497887668114,-0.0243350477666146,Financial Services,9.0,,,,,,
2020-01-14,55.48194122314453,56.79558170702372,54.091029018074565,55.17285080110876,584232.0,,,-1.5220492560751795,0.0158459093021589,-0.005571009507267,0.0236769019778133,-0.0250696384157831,Financial Services,9.0,,,,,,
2020-01-15,57.32104110717773,58.10922333868888,54.40012382612265,56.06922143659581,816258.0,,,-1.488266505994129,0.0331477205643629,-0.0218387462335392,0.0137503125603983,-0.050957156824727,Financial Services,9.0,,,,,,
2020-01-16,60.72105407714844,61.75651303785215,56.56377449877555,56.56377449877555,2004237.0,,,-1.425811068182368,0.0593152689535667,-0.0684652076871211,0.0170527171578431,-0.0684652076871211,Financial Services,9.0,56.61940383911133,,,,,
2020-01-17,57.1201286315918,61.81832020296631,56.563765143450574,61.07650457695989,1237806.0,,,-1.4919571026875502,-0.0593027492734484,0.0692641287782378,0.0822510677746628,-0.0097402352107713,Financial Services,9.0,57.05213165283203,,,,,
2020-01-20,56.61012268066406,58.31012520692215,55.88375793274221,57.6455778322858,825588.0,,,-1.5013254919358034,-0.0089286555045616,0.0182909893600249,0.030030009577046,-0.0128310046600543,Financial Services,9.0,57.45085754394531,,,,,
2020-01-21,57.10466766357422,58.5264884459366,55.89921122089937,56.25466464785377,602514.0,,,-1.492241107935489,0.0087359814727812,-0.0148850006575319,0.0248985037569762,-0.0211095956249437,Financial Services,9.0,57.77540283203125,,,,,
2020-01-22,55.72921371459961,57.69194724880103,55.03375761897347,57.33649026030933,1867692.0,,,-1.5175070640750223,-0.0240865415254308,0.0288408258178718,0.0352191140584357,-0.0124792016479491,Financial Services,9.0,57.45703735351562,,,,,
2020-01-23,54.77103042602539,56.17739696633761,54.27648433902248,55.6364878469168,332871.0,,,-1.5351081018711608,-0.0171935547750819,0.0158013718960483,0.0256771970396225,-0.0090293369169099,Financial Services,9.0,56.267032623291016,56.44321823120117,,,,
2020-01-24,54.75558471679688,55.79104008651106,53.9674024295789,54.971949106140215,558219.0,,,-1.5353918268277125,-0.0002820050875138,0.0039514579282169,0.018910497898428,-0.0143945552092001,Financial Services,9.0,55.794123840332034,56.42312774658203,,,,
2020-01-27,53.22557830810547,54.92558103675307,52.90102998517347,54.92558103675307,489999.0,,,-1.5634967843539318,-0.0279424722903572,0.0319395821085652,0.0319395821085652,-0.0060976006884,Financial Services,9.0,55.11721496582031,56.284036254882814,,,,
2020-01-28,52.51466751098633,53.76649076966569,51.77284828580953,53.76649076966569,1178142.0,,,-1.5765556301499128,-0.0133565631359402,0.0238375927719141,0.0238375927719141,-0.0141259434808685,Financial Services,9.0,54.199214935302734,55.98730888366699,,,,
2020-01-29,51.52556991577149,53.11739216259728,51.30920555517027,52.777389508535634,639492.0,,,-1.5947245382962354,-0.0188346921364001,0.0242951139562452,0.0308938309547655,-0.0041991648215614,Financial Services,9.0,53.35848617553711,55.40776176452637,,,,
2020-01-30,49.81011962890625,52.02012302920187,49.50102562221484,51.15466547010304,548850.0,,,-1.626235947122244,-0.0332931841349735,0.026993427263654,0.0443685623877339,-0.0062054459815437,Financial Services,9.0,52.36630401611328,54.31666831970215,55.08424682617188,,,
2020-01-31,50.9228401184082,52.54557106227526,47.95556350801235,49.30010917454114,876780.0,,,-1.6057961882308067,0.0223392454744519,-0.0318664658156107,0.0318664658156104,-0.0582700533492673,Financial Services,9.0,51.59975509643554,53.69693946838379,54.81533686319987,,,
2020-02-03,47.84737777709961,49.48556300457372,47.121012996144096,49.48556300457372,590658.0,,,-1.6622898983126435,-0.0603945564339573,0.0342377221820955,0.0342377221820955,-0.0151808691447906,Financial Services,9.0,50.52411499023437,52.82066497802735,54.3640625,,,
2020-02-04,52.051025390625,52.792848086626165,47.19829040079944,47.32192515861779,31095636.0,,,-1.5850723540185838,0.0878553393899323,-0.0908550829982107,0.0142518363554615,-0.0932303437522596,Financial Services,9.0,50.43138656616211,52.31530075073242,54.13533477783203,,,
