date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,277.016357421875,281.3524309025484,276.0801464101925,278.8887493710024,1984913.0,,,-0.7936951255912716,,0.0067591385813938,0.0156527705476607,-0.0033796235731188,Healthcare,11.0,,,,,,
2020-01-13,279.7756652832031,281.4016890592743,277.0656156316722,279.3322206574949,1580164.0,,,-0.7496050490250761,0.0099608120148872,-0.0015850007013989,0.0058118842266901,-0.0096865095425211,Healthcare,11.0,,,,,,
2020-01-14,278.00177001953125,281.6479998545295,276.4742697551867,280.90889555462337,2441388.0,,,-0.7779495404433188,-0.0063404201429607,0.0104572195165804,0.0131158511499478,-0.0054945702836253,Healthcare,11.0,,,,,,
2020-01-15,277.45977783203125,280.1698272801568,275.48883277884903,278.6916184902701,2832670.0,,,-0.7866098560898857,-0.0019495997721954,0.004439708947596,0.0097673596847112,-0.0071035343161537,Healthcare,11.0,,,,,,
2020-01-16,283.6189880371094,284.2102775823251,276.96704832046265,277.9032592732405,3793695.0,,,-0.6881938535353614,0.0221985696564883,-0.0201528423869878,0.0020848023939015,-0.0234537883471199,Healthcare,11.0,279.17451171875,,,,,
2020-01-17,286.3290405273437,287.7087261719324,281.8451524051381,284.30883380728096,2989855.0,,,-0.6448908124113708,0.0095552575974912,-0.0070555425196902,0.0048185320009721,-0.0156599139016686,Healthcare,11.0,281.0370483398437,,,,,
2020-01-20,287.8072204589844,290.3201932812886,284.3088052490445,288.2506950965183,2567355.0,,,-0.6212714594286705,0.0051625218626731,0.0015408739114561,0.0087314446743087,-0.0121554115437433,Healthcare,11.0,282.643359375,,,,,
2020-01-21,290.3694763183594,291.6013169866659,285.8855883154177,287.3637971173856,1876487.0,,,-0.58033001226168,0.0089026809518149,-0.0103512229972767,0.0042423214861466,-0.0154420087806527,Healthcare,11.0,285.1169006347656,,,,,
2020-01-22,288.3985595703125,292.68537153183854,285.88561638988585,291.25642418658384,2043331.0,,,-0.6118226454487422,-0.0067876168426393,0.0099094274968962,0.0148641933854072,-0.0087134387362083,Healthcare,11.0,287.3046569824219,,,,,
2020-01-23,290.0245361328125,292.488217309864,287.0188571265029,289.7289064212596,2503937.0,,,-0.5858416985090418,0.0056379496656382,-0.001019326555935,0.0084947336177216,-0.0103635335354288,Healthcare,11.0,288.5857666015625,283.88013916015626,,,,
2020-01-24,290.0738830566406,291.9955366962539,278.3467644348404,283.81612566005214,8973074.0,,,-0.5850532001756803,0.0001701474105815,-0.0215729776519266,0.0066247040904336,-0.0404280402572828,Healthcare,11.0,289.33473510742186,285.18589172363284,,,,
2020-01-27,285.8856201171875,293.5722947127877,281.8451762608383,284.8015941936443,4281963.0,,,-0.6519760819127568,-0.0144386074862014,-0.0037918168920103,0.0268872376037989,-0.0141330783083563,Healthcare,11.0,288.9504150390625,285.79688720703126,,,,
2020-01-28,284.4073791503906,288.25071601575365,282.0915126820837,285.8855879504714,2283893.0,,,-0.6755964101562281,-0.0051707426424278,0.0051975050875847,0.0135134920790178,-0.0081427791192517,Healthcare,11.0,287.75799560546875,286.4374481201172,,,,
2020-01-29,293.1288146972656,299.4850944412803,284.8015598283013,284.8508214248753,7779268.0,,,-0.5362394480650989,0.0306652927674679,-0.0282401212618405,0.0216842542435797,-0.0284081756942402,Healthcare,11.0,288.7040466308593,288.0043518066406,,,,
2020-01-30,291.059326171875,295.4446610127196,288.7434596445206,292.5375350096456,3150843.0,,,-0.569307127397342,-0.0070599969079393,0.0050787200575654,0.0150668075080162,-0.0079566820888838,Healthcare,11.0,288.9110046386719,288.7483856201172,285.5570943196615,,,
2020-01-31,290.0738830566406,294.3606951361454,286.3783605871087,291.20717059911595,1949668.0,,,-0.5850532001756803,-0.0033857122126794,0.0039068927217209,0.0147783455522871,-0.0127399351868238,Healthcare,11.0,288.9110046386719,289.12286987304685,286.42759602864584,,,
