date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,328.44024658203125,330.3164805221596,316.60541144318427,317.423270559174,10109760.0,,,-1.8467098986726795,,-0.0335433191806037,0.0057125579451777,-0.0360334498040608,Fast Moving Consumer Goods,8.0,,,,,,
2020-01-13,339.6015930175781,340.4675495280794,329.1138028860543,330.0278860358934,7399348.0,,,-1.798980684574459,0.0339828828887424,-0.0281909955033372,0.0025499188705409,-0.0308826293726511,Fast Moving Consumer Goods,8.0,,,,,,
2020-01-14,374.865478515625,377.1747055339664,344.4605729111223,346.8660238392726,44997621.0,,,-1.6481818942501134,0.1038389872812569,-0.0746920062824225,0.0061601485084337,-0.0811088439642365,Fast Moving Consumer Goods,8.0,,,,,,
2020-01-15,376.6455078125,380.9753193651941,370.4394328416062,374.7692443943004,24437080.0,,,-1.6405699632073611,0.0047484481737915,-0.0049815101449017,0.0114957206786852,-0.0164772308235872,Fast Moving Consumer Goods,8.0,,,,,,
2020-01-16,369.7178039550781,378.1368821193122,367.745345959109,377.6557919384988,12118796.0,,,-1.670194871145608,-0.0183931673515952,0.0214703968770331,0.0227716330513989,-0.0053350365464378,Fast Moving Consumer Goods,8.0,357.8541259765625,,,,,
2020-01-17,365.9171447753906,369.4772235181962,362.35709539599657,369.1885811826872,5495593.0,,,-1.6864476124030552,-0.0102798922286936,0.0089403747651799,0.0097291935992527,-0.0097291133531862,Fast Moving Consumer Goods,8.0,365.3495056152344,,,,,
2020-01-20,368.6593933105469,370.92052299395806,362.838213968718,365.9171734546403,7618479.0,,,-1.6747209476856015,0.0074941788716664,-0.0074383561240134,0.0061333841601223,-0.0157901289034165,Fast Moving Consumer Goods,8.0,371.16106567382815,,,,,
2020-01-21,371.2091369628906,374.67299181263286,364.7144201309033,367.5528636769142,5981471.0,,,-1.6638174907074443,0.0069162584722096,-0.0098496317086664,0.0093312758357251,-0.0174961125287081,Fast Moving Consumer Goods,8.0,370.4297973632813,,,,,
2020-01-22,370.4874877929688,374.14379030452415,367.74529761356536,374.14379030452415,4148230.0,,,-1.6669034757123813,-0.0019440501271767,0.0098688960680868,0.0098688960680868,-0.0074015729808822,Fast Moving Consumer Goods,8.0,369.198193359375,,,,,
2020-01-23,378.3774108886719,384.3429406188045,368.8999288627701,370.4394232476508,11073810.0,,,-1.633163834099433,0.0212960581818948,-0.020979020979021,0.0157660831710904,-0.0250476951138349,Fast Moving Consumer Goods,8.0,370.93011474609375,364.3921203613281,,,,
2020-01-24,370.0545654296875,379.820690028933,369.23670626625216,379.820690028933,6033580.0,,,-1.6687547796105515,-0.0219961478129389,0.0263910393536304,0.0263910393536304,-0.0022101042382376,Fast Moving Consumer Goods,8.0,371.7575988769531,368.5535522460938,,,,
2020-01-27,367.937744140625,374.67300630091046,366.06151015687885,369.2847906999995,3735041.0,,,-1.6778069326905385,-0.0057202950235313,0.0036610719634668,0.0183054396227184,-0.0050993245830985,Fast Moving Consumer Goods,8.0,371.6132690429688,371.3871673583984,,,,
2020-01-28,366.3020324707031,372.9410703148711,363.9446791157326,368.322587502494,2710063.0,,,-1.6848017189331743,-0.0044456207496252,0.0055160901460531,0.0181244908727034,-0.006435545386058,Fast Moving Consumer Goods,8.0,370.63184814453126,370.5308227539063,,,,
2020-01-29,368.9481201171875,378.42557443962914,367.7934917854434,370.3432642076752,6500722.0,,,-1.673486266578835,0.0072237864164622,0.0037814099446951,0.0256877696501918,-0.0031295140665775,Fast Moving Consumer Goods,8.0,370.323974609375,369.761083984375,,,,
2020-01-30,367.16802978515625,371.2091696629997,365.77285652335166,371.1129751181146,2297423.0,,,-1.6810984586259434,-0.004824771383754,0.0107442506235271,0.011006241148523,-0.0037998222846933,Fast Moving Consumer Goods,8.0,368.0820983886719,369.5061065673828,365.6221130371094,,,
2020-01-31,368.8999633789063,372.0270497118945,365.6285558570787,368.1302307961524,2681230.0,,,-1.673692199015837,0.0047170054396168,-0.0020865618302141,0.0084767867807464,-0.0088680071742577,Fast Moving Consumer Goods,8.0,367.8511779785157,369.8043884277344,368.3194274902344,,,
2020-02-03,364.5220336914063,367.55289593969206,353.6012807796776,359.61490800382177,3318729.0,,,-1.6924135194737489,-0.0118675254055347,-0.0134618081598291,0.0083146201550374,-0.0299591023377583,Fast Moving Consumer Goods,8.0,367.1680358886719,369.3906524658203,369.9807902018229,,,
2020-02-04,365.53228759765625,369.4772326733615,361.3467974485959,369.4772326733615,5327138.0,,,-1.6880933753707577,0.0027714481235042,0.0107923300062824,0.0107923300062824,-0.0114503979294638,Fast Moving Consumer Goods,8.0,367.01408691406255,368.8229675292969,369.3585774739584,,,
2020-02-05,379.6763610839844,392.56957153119896,366.59070282692846,367.55288314930885,23579395.0,,,-1.6276091393918533,0.0386944572784131,-0.0319310844111092,0.033958422932637,-0.0344652962320226,Fast Moving Consumer Goods,8.0,369.1597351074219,369.7418548583984,369.560634358724,,,
2020-02-06,377.2227783203125,382.3223515750088,372.7005484869925,381.023402285444,4985380.0,367.0092559814453,,-1.6381013840068963,-0.0064623005674275,0.0100752769545222,0.0135187309668931,-0.0119882204713523,Fast Moving Consumer Goods,8.0,371.1706848144532,369.6263916015625,370.0609659830729,367.0092559814453,,
2020-02-07,381.6969299316406,388.72083425070696,375.7794977016986,376.30871447528506,11308676.0,369.6720901489258,,-1.6189685901815147,0.0118607673461568,-0.0141164757529502,0.0184017836358396,-0.0155029599818941,Fast Moving Consumer Goods,8.0,373.730078125,370.7906280517578,371.1129516601562,369.6720901489258,,
