date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,518.9035034179688,519.9493664212333,512.2298116515694,513.0266567590385,196034.0,,,-0.6964568726283898,,-0.0113255096953865,0.0020155250376525,-0.0128611422402051,Financial Services,9.0,,,,,,
2020-01-13,534.1931762695312,537.8786532751229,517.1603765673061,522.2403173078618,180178.0,,,-0.6566579006027834,0.0294653490501622,-0.0223755365898544,0.0068991465434447,-0.0318850941173968,Financial Services,9.0,,,,,,
2020-01-14,557.0530395507812,561.7843796274308,538.1774706648605,554.5130691423939,766263.0,,,-0.5971537458656412,0.0427932521356579,-0.0045596563128632,0.0084935181046044,-0.0338846887921882,Financial Services,9.0,,,,,,
2020-01-15,555.857666015625,561.7843033608656,547.8393029228299,557.202398963662,225600.0,,,-0.6002652995494712,-0.0021458881835026,0.0024192037463042,0.010662149157216,-0.014425209155197,Financial Services,9.0,,,,,,
2020-01-16,546.7435913085938,567.6112375683616,543.7553772423315,555.1105542169055,48733.0,,,-0.6239892083489558,-0.0163964181196973,0.0153032665427059,0.0381671529241387,-0.0054654761642658,Financial Services,9.0,542.5501953125,,,,,
2020-01-17,536.1852416992188,546.3451825028316,532.8982181203553,537.8785752990502,26678.0,,,-0.6514725603355972,-0.0193113367531282,0.0031581130328488,0.0189485648120695,-0.0061303880137517,Financial Services,9.0,546.00654296875,,,,,
2020-01-20,543.3072509765625,546.8432928972402,528.9140046055273,537.8786487513838,75492.0,,,-0.6329339918032988,0.0132827402238328,-0.0099917720873797,0.006508365044497,-0.0264919092192569,Financial Services,9.0,547.8293579101562,,,,,
2020-01-21,538.8746948242188,543.3072252678935,534.8904087257033,535.9860630846425,22863.0,,,-0.6444719220142143,-0.0081584704499645,-0.0053604887505777,0.0082255308817584,-0.0073937153419592,Financial Services,9.0,544.1936889648438,,,,,
2020-01-22,539.2233276367188,541.8629416522596,533.744933925161,541.8629416522596,67786.0,,,-0.6435644318614425,0.0006469645278365,0.0048952148029455,0.0048952148029455,-0.0101597861790737,Financial Services,9.0,540.8668212890625,,,,,
2020-01-23,556.0569458007812,560.7882856889205,536.882568359375,545.6479858877984,601705.0,,,-0.5997465748735608,0.0312182676477296,-0.0187192336892633,0.0085087326466637,-0.0344827586206896,Financial Services,9.0,542.7294921875,542.63984375,,,,
2020-01-24,552.9193115234375,562.7804445154011,542.7095777955032,557.8000865993356,93731.0,,,-0.607913827374181,-0.0056426491945446,0.0088272827050484,0.0178346691577719,-0.0184651422280835,Financial Services,9.0,546.0763061523437,546.0414245605468,,,,
2020-01-27,556.305908203125,566.5156406276228,546.0463843649002,546.0463843649002,83606.0,,,-0.5990985264959073,0.0061249383212109,-0.018442234186157,0.0183527305282005,-0.018442234186157,Financial Services,9.0,548.6760375976562,548.2526977539062,,,,
2020-01-28,552.3713989257812,557.8000003742125,546.5941967952663,556.305893230353,44305.0,,,-0.6093400422028632,-0.0070725642480631,0.0071229146045999,0.0098278105256506,-0.0104589088822305,Financial Services,9.0,551.3753784179687,547.7845336914063,,,,
2020-01-29,545.0503540039062,560.788272036987,537.928418238037,550.0805030771334,117797.0,,,-0.628396699913766,-0.0132538450327307,0.0092287786555425,0.0288742460535453,-0.0130665647926874,Financial Services,9.0,552.5407836914062,546.7038024902344,,,,
2020-01-30,547.1918334960938,557.7004360596557,538.5260604103897,557.7004360596557,363360.0,,,-0.6228224352953919,0.0039289571623178,0.0192046041630788,0.0192046041630788,-0.0158368099727238,Financial Services,9.0,550.7677612304688,546.7486267089844,545.3491495768229,,,
2020-01-31,544.9009399414062,546.9428744998252,539.0241541585272,546.8432916610277,44294.0,,,-0.628785624264954,-0.0041866369606626,0.0035645960159846,0.0037473500387767,-0.0107850534879073,Financial Services,9.0,549.1640869140625,547.6201965332032,547.0823120117187,,,
2020-02-03,546.8930053710938,550.0804460996917,537.9283625193107,544.8510711028182,70603.0,,,-0.6236002839977678,0.0036558304155278,-0.0037336997332595,0.0058282711559551,-0.0163919500957964,Financial Services,9.0,547.2815063476562,547.9787719726562,547.9289672851562,,,
