date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,980.3028564453124,988.23250543577,974.6529694399276,980.3028564453124,351231.0,,,-0.707759939610533,,0.0,0.0080889787664308,-0.0057634097138838,Financial Services,9.0,,,,,,
2020-01-13,981.1453247070312,989.1741303409734,971.381968912735,984.2676480921896,332236.0,,,-0.704639460563516,0.0008593959062545,0.003182325091434,0.0081830952375374,-0.009950978258202,Financial Services,9.0,,,,,,
2020-01-14,979.1133422851562,985.2588320090408,975.3467713248452,984.2676259406212,369532.0,,,-0.712165867028291,-0.0020710310396492,0.0052642359498804,0.0062765866406657,-0.0038469202671879,Financial Services,9.0,,,,,,
2020-01-15,989.3723754882812,993.1884947066992,972.3731669733252,979.3116095511166,533340.0,,,-0.6741666929256468,0.0104778811196479,-0.0101688365133495,0.0038571111473924,-0.0171818103437205,Financial Services,9.0,,,,,,
2020-01-16,991.1069946289062,994.1797093117584,983.2764423103336,991.2060910386426,465355.0,,,-0.6677417117971803,0.001753252045034,9.998558205470688e-05,0.0031002855388007,-0.0079008143026017,Financial Services,9.0,984.2081787109375,,,,,
2020-01-17,987.5881958007812,1000.9199302460288,976.585832042101,991.0078690225616,372188.0,,,-0.680775244943498,-0.0035503723081305,0.0034626509676003,0.0134992849265855,-0.0111406391909727,Financial Services,9.0,985.6652465820312,,,,,
2020-01-20,972.8688354492188,992.197355358806,966.9215985539612,991.2061492095962,341082.0,,,-0.7352953469457223,-0.0149043502283129,0.0188487009679061,0.0198675496688742,-0.0061130922058074,Financial Services,9.0,984.0099487304688,,,,,
2020-01-21,964.19580078125,978.3204886878372,961.6682371502822,971.382045505654,355550.0,,,-0.7674200265155305,-0.0089149064621481,0.0074530968902595,0.0146491904394756,-0.0026214215296518,Financial Services,9.0,981.0264404296876,,,,,
2020-01-22,973.067138671875,983.8712499531772,963.452426431872,971.3820760321344,1299987.0,,,-0.7345608373156595,0.0092007638733096,-0.0017317023386902,0.0111031509049299,-0.0098808312991908,Financial Services,9.0,977.7653930664062,,,,,
2020-01-23,977.2796630859376,995.1709210306796,971.580228030234,976.734511832467,1151390.0,,,-0.718957763863003,0.0043291200027699,-0.00055782523065,0.0183072037826381,-0.0058319386670818,Financial Services,9.0,974.9999267578124,979.604052734375,,,,
2020-01-24,991.0078735351562,1011.0302493974168,968.4083859424276,977.3292410841696,1388247.0,,,-0.6681088535759498,0.0140473714615829,-0.0138027485111614,0.0202040532643155,-0.0228045489811408,Financial Services,9.0,975.6838623046876,980.6745544433594,,,,
2020-01-27,983.4251708984376,1005.7768566852262,978.667333149144,991.0078613768362,740311.0,,,-0.6961949735792935,-0.0076515059458301,0.0077104905414118,0.0227284052190455,-0.0048380272237154,Financial Services,9.0,977.7951293945312,980.9025390625,,,,
2020-01-28,979.1629638671876,998.1445856992682,967.1693937398818,984.2676997014632,578382.0,,,-0.7119820700663824,-0.004334043054192,0.0052133669497818,0.0193855594344716,-0.0122487987902824,Financial Services,9.0,980.7885620117188,980.9075012207032,,,,
2020-01-29,998.9375,1003.2492828535602,979.3116312308867,983.2764556488256,538017.0,,,-0.638737737346913,0.0201953473145198,-0.0156777019094531,0.004316368995618,-0.0196467434340117,Financial Services,9.0,985.9626342773438,981.864013671875,,,,
2020-01-30,989.4714965820312,1008.0566110933393,980.600189822283,1005.08299277153,561770.0,,,-0.6737995511468773,-0.0094760717441969,0.0157776108189331,0.0187828700225394,-0.0089657021858564,Financial Services,9.0,988.4010009765624,981.7004638671876,982.5363688151042,,,
2020-01-31,985.3579711914062,997.1533481170092,974.5043126697832,996.1621420055608,445170.0,,,-0.6890359349658118,-0.0041572954904052,0.0109647165091597,0.0119706515504625,-0.011014939584342,Financial Services,9.0,987.2710205078124,981.47744140625,982.8733764648438,,,
2020-02-03,904.624267578125,913.7433152612224,849.116726210448,887.1294557869807,4046967.0,,,-0.9880713312659102,-0.0819333744422499,-0.0193393129259971,0.0100804809354839,-0.0613597748336807,Financial Services,9.0,971.51083984375,974.6529846191406,977.77197265625,,,
2020-02-04,903.58349609375,914.7841739125316,888.1207044565977,903.9800027504656,2004591.0,,,-0.99192631994299,-0.001150501397847,0.0004388157358226,0.012395841521235,-0.0171127424349814,Financial Services,9.0,956.3949462890624,968.5917541503908,972.736649576823,,,
2020-02-05,902.542724609375,907.7465567632628,890.5987029082308,905.5658911895686,1337410.0,,,-0.99578130862007,-0.0011518265759327,0.0033496104924028,0.0057657460550026,-0.0132337465866932,Financial Services,9.0,937.1159912109376,961.5393127441406,966.9480061848958,,,
2020-02-06,911.4140014648438,916.8656349700713,904.0295039808065,908.0438765531538,1185756.0,967.2783996582032,,-0.9629223454927228,0.0098292043285909,-0.0036976883241571,0.0059815116911365,-0.0081022427482667,Financial Services,9.0,921.5044921875,954.9527465820312,961.6351399739584,967.2783996582032,,
2020-02-07,938.9695434570312,947.047897517887,907.4987492113586,911.9096285360268,1642253.0,965.2117340087892,,-0.8608573831398468,0.0302338365966505,-0.0288187355059219,0.0086034250175073,-0.033516309943138,Financial Services,9.0,912.226806640625,949.7489135742188,958.393896484375,965.2117340087892,,
2020-02-10,944.4212036132812,947.8408769159564,929.7513647552076,943.62825079633,734151.0,963.3755279541016,,-0.8406645853075237,0.0058060031810813,-0.0008396177615638,0.0036209196591434,-0.0155331527944819,Financial Services,9.0,920.1861938476562,945.8485168457032,956.4973876953125,963.3755279541016,,
2020-02-11,931.4859619140624,952.0039409322048,927.5706855956386,952.0039409322048,584552.0,960.9941589355468,,-0.8885763613644209,-0.0136964753117883,0.022027147865955,0.022027147865955,-0.0042032585336859,Financial Services,9.0,925.7666870117188,941.0808166503906,954.3167317708334,960.9941589355468,,
2020-02-12,924.6466064453124,940.4563561863994,916.865662589194,936.4419834931256,925589.0,957.7578704833984,,-0.9139091440995172,-0.0073424138939208,0.0127566326049244,0.0170981536414926,-0.0084150461396612,Financial Services,9.0,930.1874633789064,933.651727294922,951.0886962890625,957.7578704833984,,
2020-02-13,919.3932495117188,928.7601597001616,907.944830614032,928.7601597001616,551572.0,954.1721832275392,,-0.9333674323017772,-0.0056814753841898,0.0101881433145363,0.0101881433145363,-0.0124521459166324,Financial Services,9.0,931.7833129882812,926.6439025878906,947.2296020507812,954.1721832275392,960.1793823242188,
2020-02-14,906.2101440429688,924.2005583045504,899.0239000787232,924.2005583045504,402685.0,950.1032806396483,,-0.982197288878122,-0.0143389191466779,0.0198523646858763,0.0198523646858763,-0.0079299972655182,Financial Services,9.0,925.2314331054688,918.7291198730468,941.5764200846354,950.1032806396483,957.215673828125,
2020-02-17,906.35888671875,911.3644654499092,896.0503190261609,907.4491892350112,355839.0,946.777783203125,,-0.9816463501374436,0.0001641370677199,0.0012029478965098,0.005522733659379,-0.0113736046985855,Financial Services,9.0,917.6189697265625,918.9025817871094,936.4386678059896,946.777783203125,954.2242163085938,
2020-02-18,907.9943237304688,913.3468607986564,899.1230171537588,906.9535694389928,901858.0,943.967709350586,,-0.9755887368602708,0.001804403350244,-0.0011462123322533,0.0058949014639175,-0.0097702225056456,Financial Services,9.0,912.9206420898438,919.3436645507812,931.694091796875,943.967709350586,951.3794555664062,
