date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,312.7415771484375,313.7590797733297,308.5328227065372,309.31907601798457,1879696.0,,,-1.638924035065901,,-0.0109435437451557,0.0032534932968291,-0.0134576108500684,Fast Moving Consumer Goods,8.0,,,,,,
2020-01-13,317.6902770996094,319.1240113664535,313.0190246337086,313.5740285600804,2539404.0,,,-1.5908309587102774,0.0158236074534568,-0.0129567973471167,0.0045129938502794,-0.0147037942380469,Fast Moving Consumer Goods,8.0,,,,,,
2020-01-14,318.7540283203125,319.6327586887988,316.4877739773264,319.12402154013165,1694366.0,,,-1.580493078219352,0.0033483908617373,0.0011607483731854,0.0027567663163876,-0.0071097276948255,Fast Moving Consumer Goods,8.0,,,,,,
2020-01-15,319.5865173339844,320.5115144897991,316.48777121627046,319.124018756077,1239513.0,,,-1.572402679105488,0.0026116972326866,-0.0014471780028942,0.0028943560057885,-0.0096961102851393,Fast Moving Consumer Goods,8.0,,,,,,
2020-01-16,322.9627685546875,324.3965311599737,319.2165411650411,320.5115316066056,1173218.0,,,-1.5395911711629644,0.0105644357242228,-0.0075898437428301,0.0044394052345491,-0.011599564266839,Fast Moving Consumer Goods,8.0,318.34703369140624,,,,,
2020-01-17,323.4715270996094,327.4027651384558,321.99152595689714,322.8240177782122,1641242.0,,,-1.5346468900812815,0.0015752854336698,-0.0020017505936397,0.0121532738108223,-0.0045753675941205,Fast Moving Consumer Goods,8.0,320.49302368164064,,,,,
2020-01-20,320.1415405273437,325.59901842914275,318.33778467355336,323.4715361342858,985024.0,,,-1.5670087831164914,-0.0102945276269716,0.0104016354811589,0.0170470782792178,-0.0056342449368463,Fast Moving Consumer Goods,8.0,320.9832763671875,,,,,
2020-01-21,311.4927978515625,319.12402452498605,310.79904997216033,318.1990273524499,1786886.0,,,-1.651060078606328,-0.0270153715807541,0.0215293244246472,0.0244988864142539,-0.0022271714922049,Fast Moving Consumer Goods,8.0,319.5310302734375,,,,,
2020-01-22,309.55029296875,312.55653372923734,307.37654400389386,312.3715512350265,915121.0,,,-1.6699379731184312,-0.0062361149156911,0.0091140545829213,0.0097116392029739,-0.0070222804314243,Fast Moving Consumer Goods,8.0,317.52378540039064,,,,,
2020-01-23,308.30157470703125,310.6140678513344,307.099089563464,309.5965934507819,1760568.0,,,-1.6820734234993495,-0.0040339753832661,0.0042004934453585,0.0075007503497206,-0.0039003535570971,Fast Moving Consumer Goods,8.0,314.5915466308594,316.4692901611328,,,,
2020-01-24,315.0077209472656,315.7939740527055,307.8852608965406,307.8852608965406,1786647.0,,,-1.616900912260879,0.0217519039486159,-0.022610430085037,0.0024959804257354,-0.022610430085037,Fast Moving Consumer Goods,8.0,312.89878540039064,316.69590454101564,,,,
2020-01-27,313.0190124511719,317.96775257332,311.63151680357925,315.0077505669871,1145922.0,,,-1.636227828520788,-0.0063132055624334,0.0063534099741799,0.0158097109929387,-0.0044326241934236,Fast Moving Consumer Goods,8.0,311.4742797851562,316.22877807617186,,,,
2020-01-28,309.966552734375,315.0077702992097,308.76403949393267,313.5277974320084,1064496.0,,,-1.665892625271622,-0.0097516751231621,0.0114891257337856,0.0162637469119282,-0.0038794935448174,Fast Moving Consumer Goods,8.0,311.1690307617188,315.35003051757815,,,,
2020-01-29,318.89276123046875,321.2977594192031,310.84527489126936,310.9377802501961,2105271.0,,,-1.5791448266569184,0.028797328025721,-0.0249456304670504,0.007541714585977,-0.0252357134359137,Fast Moving Consumer Goods,8.0,313.0375244140625,315.28065490722656,,,,
2020-01-30,312.3715209960937,323.47148580644466,309.9665229747837,320.8814770801606,2483374.0,,,-1.6425203611649042,-0.0204496339434371,0.0272430599848867,0.0355344967907291,-0.0076991590451043,Fast Moving Consumer Goods,8.0,313.851513671875,314.2215301513672,315.59669799804686,,,
2020-01-31,291.6978454589844,315.56275970162653,289.5240965959958,315.1927665018708,6941813.0,,,-1.8434338669275925,-0.0661829717100487,0.080545404803787,0.0818138173255647,-0.0074520566292431,Fast Moving Consumer Goods,8.0,309.1895385742188,311.0441619873047,314.1937825520833,,,
2020-02-03,283.6041564941406,287.9053879698833,281.2916634180773,282.124155279725,2920695.0,,,-1.922090969848678,-0.027746824636666,-0.0052185455696809,0.0151663202997929,-0.0081539463477895,Fast Moving Consumer Goods,8.0,303.3065673828125,307.3904235839844,311.92137451171874,,,
2020-02-04,284.20538330078125,288.1366213122648,281.1991424684703,285.8241283643333,3344060.0,,,-1.916248052111876,0.0021199506173424,0.0056956875508544,0.0138323840520748,-0.0105777054515866,Fast Moving Consumer Goods,8.0,298.1543334960937,304.66168212890625,309.6181315104167,,,
2020-02-05,288.2290954589844,291.23533596570155,276.75913732524384,285.91660276150964,9183894.0,,,-1.87714430810499,0.0141577619377629,-0.008023106389701,0.0104300383066113,-0.039794588105255,Fast Moving Consumer Goods,8.0,292.0216003417969,302.52956237792966,307.52763671875,,,
2020-02-06,285.9857482910156,291.5474737294335,283.4619209315965,290.70620745169504,3174813.0,308.38363494873045,,-1.8989458858336503,-0.0077832085771784,0.0165059244696206,0.0194475615363822,-0.0088250109472269,Fast Moving Consumer Goods,8.0,286.74444580078125,300.2979797363281,305.0625020345052,308.38363494873045,,
2020-02-07,291.36053466796875,294.7723541468469,284.8173082874669,286.312880067762,3502300.0,307.31458282470703,,-1.846711962950377,0.0187938958814262,-0.0173244279839033,0.0117099575025363,-0.0224574902979171,Fast Moving Consumer Goods,8.0,286.67698364257814,297.9332611083984,302.9217692057292,307.31458282470703,,
2020-02-10,288.509521484375,293.46369539291925,286.9671953578872,293.1365283900397,1685622.0,305.8555450439453,,-1.8744190367439688,-0.0097851728163621,0.0160376228897363,0.017171613203804,-0.0053458413384507,Fast Moving Consumer Goods,8.0,287.658056640625,295.4823120117188,300.81296793619794,305.8555450439453,,
2020-02-11,285.0042419433594,291.08009504180444,284.16297568112304,288.83670883377306,1827686.0,304.16805572509764,,-1.9084844838871016,-0.0121496147613466,0.0134470521009835,0.0213184654972697,-0.0029517675123008,Fast Moving Consumer Goods,8.0,287.8178283691406,292.9860809326172,299.04706420898435,304.16805572509764,,
2020-02-12,285.6585693359375,290.14534164740456,284.67706828103974,285.6585693359375,2739107.0,302.47165832519534,,-1.902125517378052,0.0022958514165138,0.0,0.0157067660245493,-0.0034359237224335,Fast Moving Consumer Goods,8.0,287.30372314453126,289.66266174316405,297.45428263346355,302.47165832519534,,
2020-02-13,283.60211181640625,287.0606856356877,282.7608455843709,286.21941940365235,1574245.0,300.5036254882813,,-1.9221108406922072,-0.0071990051770959,0.0092288014728905,0.0121951624306677,-0.0029663609577772,Fast Moving Consumer Goods,8.0,286.8269958496094,286.7857208251953,295.8076517740885,300.5036254882813,304.07230712890623,
