date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,67.24386596679688,67.8252235473012,65.25755289168083,65.7904683193547,285487.0,,,-1.843161308385264,,-0.0216138323778085,0.0086455109643961,-0.029538948223126,Information Technology,12.0,,,,,,
2020-01-13,67.67987823486328,68.30968532269391,66.37182190928415,66.90473730491674,115871.0,,,-1.842072107623716,0.0064840452255034,-0.0114530485302684,0.0093056770233106,-0.0193271081404712,Information Technology,12.0,,,,,,
2020-01-14,65.79046630859375,67.8736710180642,65.4028921359821,67.63143808422723,89414.0,,,-1.846792041120308,-0.0279168931083604,0.0279823487950108,0.0316642338374539,-0.0058910385403518,Information Technology,12.0,,,,,,
2020-01-15,65.49977111816406,66.32336145488624,63.8525904447197,64.91841366826377,55921.0,,,-1.8475182257852456,-0.004418500228683,-0.0088757172731414,0.0125739422086894,-0.0251478844173789,Information Technology,12.0,,,,,,
2020-01-16,64.82152557373047,67.24385457579542,64.1432690177354,64.91841725534077,68167.0,,,-1.8492125486693016,-0.0103549299921981,0.0014947454684646,0.0373692069204651,-0.0104634463627917,Information Technology,12.0,66.20710144042968,,,,,
2020-01-17,64.67617797851562,65.88734236013578,64.24016175807667,65.30598493543025,79175.0,,,-1.8495756410017703,-0.0022422735955129,0.009737850574965,0.0187265917602996,-0.0067415273144896,Information Technology,12.0,65.69356384277344,,,,,
2020-01-20,63.99793243408203,65.54822145013547,63.94948289918365,63.94948289918365,38856.0,,,-1.8512699638858263,-0.0104867907416992,-0.0007570484397801,0.0242240484511002,-0.0007570484397801,Information Technology,12.0,64.9571746826172,,,,,
2020-01-21,67.1954116821289,67.1954116821289,63.65880951099324,63.65880951099324,293798.0,,,-1.84328235186873,0.0499622273163321,-0.0526316021079792,0.0,-0.0526316021079792,Information Technology,12.0,65.23816375732422,,,,,
2020-01-22,70.00530242919922,70.53821772297484,65.11219528862226,68.45501347325313,827396.0,,,-1.8362629733655744,0.0418167055864265,-0.0221453076002919,0.0076124989862673,-0.0698962360104888,Information Technology,12.0,66.13927001953125,,,,,
2020-01-23,73.49346160888672,73.49346160888672,70.5382246149504,70.73200798124205,1331643.0,,,-1.827549214801469,0.0498270710738703,-0.0375741401642014,0.0,-0.0402108831077155,Information Technology,12.0,67.8736572265625,67.04037933349609,,,,
2020-01-24,71.74939727783203,76.98162268511415,70.82890770257876,75.5766746391518,846189.0,,,-1.8319060559655929,-0.0237308774532372,0.0533422928488105,0.0729236147729799,-0.0128292307695477,Information Technology,12.0,69.28830108642578,67.49093246459961,,,,
2020-01-27,75.33442687988281,75.33442687988281,69.03637189957107,73.05743925008845,467250.0,,,-1.8229503057293777,0.0499659890963073,-0.0302250607603998,0.0,-0.0836012861736335,Information Technology,12.0,71.55559997558593,68.25638732910156,,,,
2020-01-28,74.3655014038086,78.48346076493155,72.81521229926992,76.98161380569502,705379.0,,,-1.8253707751604429,-0.0128616559016122,0.0351791133321457,0.0553745928338762,-0.0208468856563008,Information Technology,12.0,72.98961791992187,69.11389083862305,,,,
2020-01-29,76.78782653808594,77.80520763843724,73.59034941614861,73.63879895135055,429097.0,,,-1.819319572994334,0.0325732374360523,-0.0410094637223974,0.013249249864452,-0.0416404170568809,Information Technology,12.0,74.34612274169922,70.24269638061523,,,,
2020-01-30,74.75306701660156,77.27228744868206,73.73568598039563,77.27228744868206,199221.0,,,-1.824402598823396,-0.0264984648377195,0.0337005628347131,0.0337005628347131,-0.0136098902267112,Information Technology,12.0,74.5980438232422,71.23585052490235,69.55960083007812,,,
2020-01-31,74.22016143798828,76.40025760720546,73.0089968995343,76.40025760720546,102306.0,,,-1.8257338484339471,-0.0071288791200357,0.0293733687313342,0.0293733687313342,-0.0163185381840744,Information Technology,12.0,75.09219665527344,72.19024887084962,70.02468719482422,,,
2020-02-03,73.92948913574219,76.2549192222342,73.6388066787497,74.41395496915501,164456.0,,,-1.8264599759219915,-0.0039163523308818,0.0065530796854729,0.0314547024966218,-0.003931887808108,Information Technology,12.0,74.81120910644532,73.18340454101562,70.44132792154947,,,
2020-02-04,76.10958862304688,77.51453664275184,74.12327566463145,75.52822368433641,222411.0,,,-1.8210138768194253,0.0294889023688747,-0.0076385242546748,0.018459540317099,-0.0260980645717738,Information Technology,12.0,75.16002655029297,74.07482223510742,71.12926940917968,,,
2020-02-05,75.52822875976562,77.41765015281749,74.94687117435073,76.7393934761978,143684.0,,,-1.822466169913443,-0.0076384575688694,0.0160359210896439,0.0250160956251415,-0.0076972225479301,Information Technology,12.0,74.90810699462891,74.62711486816406,71.79783325195312,,,
2020-02-06,82.89210510253906,83.03743893525207,76.30336696628352,76.44870819135832,881366.0,71.30367927551269,,-1.8040704955071496,0.0974983322619134,-0.0777323353437596,0.001753289200862,-0.0794857137251509,Information Technology,12.0,76.53591461181641,75.5669792175293,73.00253855387369,71.30367927551269,,
2020-02-07,81.92317199707031,86.57403936996323,81.39025664542348,85.07219978394681,486956.0,72.03764457702637,,-1.806490983997179,-0.0116890879326826,0.0384387922258322,0.0567710851462055,-0.0065050624707975,Information Technology,12.0,78.0765167236328,76.58435668945313,74.15233815511068,72.03764457702637,,
2020-02-10,79.74307250976562,83.86103175155772,78.58035017078399,82.35918483584194,284374.0,72.64080429077148,,-1.811937083099745,-0.0266115121541271,0.0328067660768394,0.0516403383038419,-0.014580857024781,Information Technology,12.0,79.2392333984375,77.02522125244141,75.20201416015625,72.64080429077148,,
